,seq,pr_station_id,bus_line_no,bus_line_no_seq,station_nm,station_id,mobile_no,이비노선ID,WGS84위도,WGS84경도,시군명
13802,89595,233000040,6,1,조암터미널,233000929,36011.0,41008124.0,37.08215,126.81558329999999,화성시
13884,89596,233000040,6,2,조암삼거리(경유),277102392,,41008124.0,37.0809333,126.81455,화성시
13906,89597,233000040,6,3,조암8리,233000372,37397.0,41008124.0,37.0812667,126.81038329999998,화성시
13915,89598,233000040,6,4,우정초등학교,233000371,36836.0,41008124.0,37.0808167,126.8017,화성시
13928,89599,233000040,6,5,조암4리앞,233000370,36837.0,41008124.0,37.0822667,126.79636670000001,화성시
13941,89600,233000040,6,6,운평2리,233001156,37487.0,41008124.0,37.0845833,126.78073329999998,화성시
13953,89601,233000040,6,7,운평리,233002328,55159.0,41008124.0,37.0909,126.78201670000001,화성시
13961,89602,233000040,6,8,원안3리,233001390,37544.0,41008124.0,37.0968333,126.78586670000001,화성시
13976,89603,233000040,6,9,원안2리,233001391,37543.0,41008124.0,37.1006167,126.78626670000001,화성시
13989,89604,233000040,6,10,복지회관,233001393,36724.0,41008124.0,37.1002333,126.78371670000001,화성시
14000,89605,233000040,6,11,거물마을,233001396,36968.0,41008124.0,37.101916700000004,126.78076670000002,화성시
14010,89606,233000040,6,12,원안1리종점,233001397,36967.0,41008124.0,37.105683299999995,126.77686670000001,화성시
14015,89607,233000040,6,13,거물마을,233001398,36966.0,41008124.0,37.10185,126.78083329999998,화성시
14025,89608,233000040,6,14,복지회관,233001399,36723.0,41008124.0,37.1002,126.78366670000001,화성시
14036,89609,233000040,6,15,원안2리,233001507,37404.0,41008124.0,37.1004333,126.78638329999998,화성시
14049,89610,233000040,6,16,원안3리,233000454,36890.0,41008124.0,37.1004,126.79103329999998,화성시
14064,89611,233000040,6,17,관음사입구,233001400,36720.0,41008124.0,37.1016833,126.79745,화성시
14070,89612,233000040,6,18,봉래사,233001786,37825.0,41008124.0,37.1053,126.79803329999999,화성시
14074,89613,233000040,6,19,화수2리,233000453,37440.0,41008124.0,37.1090833,126.7997,화성시
14080,89614,233000040,6,20,화수사거리,233000452,36891.0,41008124.0,37.1097667,126.80206670000001,화성시
14100,89615,233000040,6,21,경신공업사,233001569,37622.0,41008124.0,37.1152667,126.8133,화성시
14115,89616,233000040,6,22,금의2리,233001401,36965.0,41008124.0,37.11655,126.81641670000002,화성시
14130,89617,233000040,6,23,주곡1리,233000451,36892.0,41008124.0,37.1163167,126.81953329999999,화성시
14146,89618,233000040,6,24,주곡1리,233002184,55157.0,41008124.0,37.1175,126.825,화성시
14162,89619,233000040,6,25,금의3리,233000450,36893.0,41008124.0,37.11715,126.8278,화성시
14172,89620,233000040,6,26,석포3리,233001932,37947.0,41008124.0,37.1205333,126.83113329999999,화성시
14191,89621,233000040,6,27,석포3리,233000449,37441.0,41008124.0,37.12125,126.83185,화성시
14210,89622,233000040,6,28,석포2리,233000448,36894.0,41008124.0,37.1264,126.83513329999998,화성시
14230,89623,233000040,6,29,석포2리,233000447,36895.0,41008124.0,37.129116700000004,126.83751670000001,화성시
14250,89624,233000040,6,30,석포초등학교,233000446,37442.0,41008124.0,37.1300167,126.84011670000001,화성시
14256,89625,233000040,6,31,석포삼거리,233000445,36896.0,41008124.0,37.130733299999996,126.84365,화성시
14273,89626,233000040,6,32,서근리,233000444,36897.0,41008124.0,37.1278833,126.85058329999998,화성시
14296,89627,233000040,6,33,서근리,233000443,37443.0,41008124.0,37.1260833,126.85755,화성시
14319,89628,233000040,6,34,화당리,233000441,36899.0,41008124.0,37.1216667,126.86521670000002,화성시
14333,89629,233000040,6,35,월문리,233000440,36900.0,41008124.0,37.1193167,126.86906670000002,화성시
14347,89630,233000040,6,36,월문초등학교,233000439,37444.0,41008124.0,37.1178667,126.8714,화성시
14361,89631,233000040,6,37,월문리온천입구,233000438,36901.0,41008124.0,37.1143167,126.87723329999999,화성시
14368,89632,233000040,6,38,해창1리.우리꽃식물원,233001402,37206.0,41008124.0,37.1130333,126.882,화성시
14389,89633,233000040,6,39,매곡리,233000391,37217.0,41008124.0,37.11725,126.88846670000001,화성시
14408,89634,233000040,6,40,한국폴리텍대학,233000390,37225.0,41008124.0,37.1217833,126.8929,화성시
14426,89635,233000040,6,41,제암리,233001388,37231.0,41008124.0,37.1240333,126.8962833,화성시
14444,89636,233000040,6,42,동양빌딩앞,233000389,36874.0,41008124.0,37.1270167,126.90176670000001,화성시
14458,89637,233000040,6,43,화성시보건소앞,233000388,36875.0,41008124.0,37.128783299999995,126.9049,화성시
14508,89638,233000040,6,44,발안만세시장,233000387,36876.0,41008124.0,37.1333,126.90941670000001,화성시
14566,89639,233000041,11,1,발안만세시장,233001394,36925.0,41008125.0,37.1327167,126.9086,화성시
14624,89640,233000041,11,2,발안리(경유),277102393,,41008125.0,37.1313167,126.90633329999999,화성시
14629,89641,233000041,11,3,화성시보건소앞,233000385,36844.0,41008125.0,37.1290667,126.90493329999998,화성시
14679,89642,233000041,11,4,동양빌딩앞,233000384,37248.0,41008125.0,37.1272167,126.90178329999999,화성시
14693,89643,233000041,11,5,제암리,233001395,37230.0,41008125.0,37.1242,126.89621670000001,화성시
14711,89644,233000041,11,6,한국폴리텍대학,233001555,37224.0,41008125.0,37.1219,126.89271670000001,화성시
14729,89645,233000041,11,7,매곡리,233000926,37216.0,41008125.0,37.1174333,126.88838329999999,화성시
14748,89646,233000041,11,8,해창1리.우리꽃식물원,233000927,37205.0,41008125.0,37.1131333,126.88195,화성시
14769,89647,233000041,11,9,월문온천,233000464,36883.0,41008125.0,37.1144333,126.87755,화성시
14774,89648,233000041,11,10,월문초등학교,233000463,37437.0,41008125.0,37.1179,126.87151670000002,화성시
14788,89649,233000041,11,11,월문리,233001353,36934.0,41008125.0,37.1195167,126.86901670000002,화성시
14802,89650,233000041,11,12,화당리,233000462,36884.0,41008125.0,37.1220167,126.86483329999999,화성시
14816,89651,233000041,11,13,서근리,233001354,36933.0,41008125.0,37.1262667,126.85755,화성시
14839,89652,233000041,11,14,서근리(느락골),233001355,36932.0,41008125.0,37.1280833,126.85038329999999,화성시
14846,89653,233000041,11,15,석포삼거리,233001356,37526.0,41008125.0,37.1308667,126.8438667,화성시
14863,89654,233000041,11,16,석포4리,233000461,36885.0,41008125.0,37.13005,126.83958329999999,화성시
14867,89655,233000041,11,17,석포2리,233000460,37438.0,41008125.0,37.1292667,126.83721670000001,화성시
14887,89656,233000041,11,18,석포2리,233001403,37542.0,41008125.0,37.1263333,126.83496670000001,화성시
14907,89657,233000041,11,19,석포3리,233001414,36924.0,41008125.0,37.1213167,126.83165,화성시
14926,89658,233000041,11,20,석포3리,233000459,36886.0,41008125.0,37.1206167,126.83088329999998,화성시
14945,89659,233000041,11,21,금의3리,233000458,36887.0,41008125.0,37.1179833,126.82888329999999,화성시
14955,89660,233000041,11,22,주곡1리,233000457,36888.0,41008125.0,37.11765,126.82498329999999,화성시
14971,89661,233000041,11,23,주곡1리입구,233001415,37539.0,41008125.0,37.1165667,126.8193,화성시
14981,89662,233000041,11,24,금의2리,233000456,37439.0,41008125.0,37.1166167,126.81645,화성시
14996,89663,233000041,11,25,경신공업사,233001563,37627.0,41008125.0,37.11525,126.81311670000001,화성시
15011,89664,233000041,11,26,주곡2리입구,233001522,37414.0,41008125.0,37.110383299999995,126.80385,화성시
15018,89665,233000041,11,27,화수2리,233001405,36964.0,41008125.0,37.1091667,126.79963329999998,화성시
15024,89666,233000041,11,28,관음사입구,233001406,36718.0,41008125.0,37.1017,126.79731670000001,화성시
15030,89667,233000041,11,29,원안3리,233001407,37541.0,41008125.0,37.1005,126.79093329999999,화성시
15045,89668,233000041,11,30,원안2리,233001408,36963.0,41008125.0,37.100533299999995,126.78646670000002,화성시
15058,89669,233000041,11,31,원안3리,233000405,36868.0,41008125.0,37.0967333,126.7858,화성시
15073,89670,233000041,11,32,운평리,233002327,55158.0,41008125.0,37.0909667,126.78195,화성시
15081,89671,233000041,11,33,운평2리,233000404,37452.0,41008125.0,37.0845,126.7807,화성시
15093,89672,233000041,11,34,조암4리앞,233001159,37486.0,41008125.0,37.0822,126.79636670000001,화성시
15106,89673,233000041,11,35,우정초등학교,233001160,36788.0,41008125.0,37.0807,126.80166670000001,화성시
15119,89674,233000041,11,36,금강아파트,233001161,36787.0,41008125.0,37.08115,126.81036670000002,화성시
15128,89675,233000041,11,37,조암터미널,233000928,36013.0,41008125.0,37.0822333,126.8158,화성시
15210,89676,233000043,6-2,1,조암터미널,233000929,36011.0,41008126.0,37.08215,126.81558329999999,화성시
15292,89677,233000043,6-2,2,조암삼거리(경유),277102392,,41008126.0,37.0809333,126.81455,화성시
15314,89678,233000043,6-2,3,조암8리,233000372,37397.0,41008126.0,37.0812667,126.81038329999998,화성시
15323,89679,233000043,6-2,4,우정초등학교,233000371,36836.0,41008126.0,37.0808167,126.8017,화성시
15336,89680,233000043,6-2,5,조암4리앞,233000370,36837.0,41008126.0,37.0822667,126.79636670000001,화성시
15349,89681,233000043,6-2,6,운평2리,233001156,37487.0,41008126.0,37.0845833,126.78073329999998,화성시
15361,89682,233000043,6-2,7,운평리,233002328,55159.0,41008126.0,37.0909,126.78201670000001,화성시
15369,89683,233000043,6-2,8,원안3리,233001390,37544.0,41008126.0,37.0968333,126.78586670000001,화성시
15384,89684,233000043,6-2,9,원안2리,233001391,37543.0,41008126.0,37.1006167,126.78626670000001,화성시
15397,89685,233000043,6-2,10,복지회관,233001393,36724.0,41008126.0,37.1002333,126.78371670000001,화성시
15408,89686,233000043,6-2,11,거물마을,233001396,36968.0,41008126.0,37.101916700000004,126.78076670000002,화성시
15418,89687,233000043,6-2,12,원안1리종점,233001397,36967.0,41008126.0,37.105683299999995,126.77686670000001,화성시
15423,89688,233000043,6-2,13,거물마을,233001398,36966.0,41008126.0,37.10185,126.78083329999998,화성시
15433,89689,233000043,6-2,14,복지회관,233001399,36723.0,41008126.0,37.1002,126.78366670000001,화성시
15444,89690,233000043,6-2,15,원안2리,233001507,37404.0,41008126.0,37.1004333,126.78638329999998,화성시
15457,89691,233000043,6-2,16,원안3리,233000454,36890.0,41008126.0,37.1004,126.79103329999998,화성시
15472,89692,233000043,6-2,17,관음사입구,233001400,36720.0,41008126.0,37.1016833,126.79745,화성시
15478,89693,233000043,6-2,18,봉래사,233001786,37825.0,41008126.0,37.1053,126.79803329999999,화성시
15482,89694,233000043,6-2,19,화수2리,233000453,37440.0,41008126.0,37.1090833,126.7997,화성시
15488,89695,233000043,6-2,20,화수사거리,233000452,36891.0,41008126.0,37.1097667,126.80206670000001,화성시
15508,89696,233000043,6-2,21,경신공업사,233001569,37622.0,41008126.0,37.1152667,126.8133,화성시
15523,89697,233000043,6-2,22,금의2리,233001401,36965.0,41008126.0,37.11655,126.81641670000002,화성시
15538,89698,233000043,6-2,23,주곡1리입구,233001411,36962.0,41008126.0,37.1168,126.81916670000001,화성시
15548,89699,233000043,6-2,24,주곡1리마을회관,233000425,37447.0,41008126.0,37.1259333,126.81723329999998,화성시
15556,89700,233000043,6-2,25,주곡1리,233000451,36892.0,41008126.0,37.1163167,126.81953329999999,화성시
15572,89701,233000043,6-2,26,주곡1리,233002184,55157.0,41008126.0,37.1175,126.825,화성시
15588,89702,233000043,6-2,27,금의3리,233000450,36893.0,41008126.0,37.11715,126.8278,화성시
15598,89703,233000043,6-2,28,석포3리,233001932,37947.0,41008126.0,37.1205333,126.83113329999999,화성시
15617,89704,233000043,6-2,29,석포3리,233000449,37441.0,41008126.0,37.12125,126.83185,화성시
15636,89705,233000043,6-2,30,석포2리,233000448,36894.0,41008126.0,37.1264,126.83513329999998,화성시
15656,89706,233000043,6-2,31,석포2리,233000447,36895.0,41008126.0,37.129116700000004,126.83751670000001,화성시
15676,89707,233000043,6-2,32,석포초등학교,233000446,37442.0,41008126.0,37.1300167,126.84011670000001,화성시
15682,89708,233000043,6-2,33,석포삼거리,233000445,36896.0,41008126.0,37.130733299999996,126.84365,화성시
15699,89709,233000043,6-2,34,서근리,233000444,36897.0,41008126.0,37.1278833,126.85058329999998,화성시
15722,89710,233000043,6-2,35,서근리,233000443,37443.0,41008126.0,37.1260833,126.85755,화성시
15745,89711,233000043,6-2,36,화당리,233000441,36899.0,41008126.0,37.1216667,126.86521670000002,화성시
15759,89712,233000043,6-2,37,월문리,233000440,36900.0,41008126.0,37.1193167,126.86906670000002,화성시
15773,89713,233000043,6-2,38,월문초등학교,233000439,37444.0,41008126.0,37.1178667,126.8714,화성시
15787,89714,233000043,6-2,39,월문리온천입구,233000438,36901.0,41008126.0,37.1143167,126.87723329999999,화성시
15794,89715,233000043,6-2,40,해창1리.우리꽃식물원,233001402,37206.0,41008126.0,37.1130333,126.882,화성시
15815,89716,233000043,6-2,41,매곡리,233000391,37217.0,41008126.0,37.11725,126.88846670000001,화성시
15834,89717,233000043,6-2,42,한국폴리텍대학,233000390,37225.0,41008126.0,37.1217833,126.8929,화성시
15852,89718,233000043,6-2,43,제암리,233001388,37231.0,41008126.0,37.1240333,126.8962833,화성시
15870,89719,233000043,6-2,44,동양빌딩앞,233000389,36874.0,41008126.0,37.1270167,126.90176670000001,화성시
15884,89720,233000043,6-2,45,화성시보건소앞,233000388,36875.0,41008126.0,37.128783299999995,126.9049,화성시
15934,89721,233000043,6-2,46,발안만세시장,233000387,36876.0,41008126.0,37.1333,126.90941670000001,화성시
15992,89722,233000044,17,1,조암터미널,233000929,36011.0,41008127.0,37.08215,126.81558329999999,화성시
16074,89723,233000044,17,2,조암리(경유),277102394,,41008127.0,37.0827,126.81888329999998,화성시
16087,89724,233000044,17,3,시장앞,233001246,36937.0,41008127.0,37.0846667,126.81948329999999,화성시
16106,89725,233000044,17,4,삼괴중고등학교,233001067,36823.0,41008127.0,37.0870167,126.81898329999999,화성시
16125,89726,233000044,17,5,우정읍복지센터입구,233001070,36822.0,41008127.0,37.0896167,126.8172,화성시
16143,89727,233000044,17,6,한각리입구,233001071,36821.0,41008127.0,37.09215,126.81645,화성시
16160,89728,233000044,17,7,멱우3리,233001502,37394.0,41008127.0,37.093366700000004,126.80813329999998,화성시
16162,89729,233000044,17,8,저수지앞,233001552,36692.0,41008127.0,37.094333299999995,126.80255,화성시
16164,89730,233000044,17,9,한각1리,233001784,37797.0,41008127.0,37.0955833,126.79765,화성시
16166,89731,233000044,17,10,원안3리,233001407,37541.0,41008127.0,37.1005,126.79093329999999,화성시
16181,89732,233000044,17,11,원안2리,233001408,36963.0,41008127.0,37.100533299999995,126.78646670000002,화성시
16194,89733,233000044,17,12,화수3리,233001412,36988.0,41008127.0,37.1042333,126.79208329999999,화성시
16195,89734,233000044,17,13,화수초등학교,233001413,36987.0,41008127.0,37.107916700000004,126.79743329999998,화성시
16196,89735,233000044,17,14,화수2리,233000453,37440.0,41008127.0,37.1090833,126.7997,화성시
16202,89736,233000044,17,15,화수농원,233001800,37826.0,41008127.0,37.1099333,126.79841670000002,화성시
16203,89737,233000044,17,16,화수2리입구,233001801,37827.0,41008127.0,37.108483299999996,126.79371670000002,화성시
16205,89738,233000044,17,17,화수3리입구,233001802,37828.0,41008127.0,37.1089,126.79153329999998,화성시
16207,89739,233000044,17,18,화수3리노인회관,233001803,37829.0,41008127.0,37.106216700000004,126.78908329999999,화성시
16208,89740,233000044,17,19,화수3리입구,233001804,37830.0,41008127.0,37.1088667,126.79156670000002,화성시
16210,89741,233000044,17,20,화수2리입구,233001805,37831.0,41008127.0,37.1084333,126.7937,화성시
16212,89742,233000044,17,21,화수농원앞,233001806,37832.0,41008127.0,37.109866700000005,126.79841670000002,화성시
16213,89743,233000044,17,22,주곡2리(회차),233001417,37537.0,41008127.0,37.1142667,126.80443329999999,화성시
16214,89744,233000044,17,23,화수사거리,233001117,37491.0,41008127.0,37.1096333,126.80188329999999,화성시
16234,89745,233000044,17,24,멱우1리,233001351,37607.0,41008127.0,37.10605,126.80781670000002,화성시
16251,89746,233000044,17,25,멱우2리,233001078,36820.0,41008127.0,37.1013833,126.81413329999998,화성시
16269,89747,233000044,17,26,멱우2리부대앞,233001074,37495.0,41008127.0,37.0957667,126.8151,화성시
16286,89748,233000044,17,27,한각리입구,233001068,36707.0,41008127.0,37.0918833,126.81641670000002,화성시
16303,89749,233000044,17,28,우정읍복지센터입구,233001069,37496.0,41008127.0,37.0895667,126.81706670000001,화성시
16321,89750,233000044,17,29,삼괴중고등학교,233001066,37497.0,41008127.0,37.0867667,126.81893329999998,화성시
16340,89751,233000044,17,30,시장앞,233001247,36936.0,41008127.0,37.0849167,126.8193,화성시
16359,89752,233000044,17,31,조암터미널,233000928,36013.0,41008127.0,37.0822333,126.8158,화성시
16441,89753,233000045,6-3,1,조암터미널,233000929,36011.0,41008128.0,37.08215,126.81558329999999,화성시
16523,89754,233000045,6-3,2,조암삼거리(경유),277102392,,41008128.0,37.0809333,126.81455,화성시
16545,89755,233000045,6-3,3,조암8리,233000372,37397.0,41008128.0,37.0812667,126.81038329999998,화성시
16554,89756,233000045,6-3,4,우정초등학교,233000371,36836.0,41008128.0,37.0808167,126.8017,화성시
16567,89757,233000045,6-3,5,조암4리앞,233000370,36837.0,41008128.0,37.0822667,126.79636670000001,화성시
16580,89758,233000045,6-3,6,운평2리,233001156,37487.0,41008128.0,37.0845833,126.78073329999998,화성시
16592,89759,233000045,6-3,7,운평리,233002328,55159.0,41008128.0,37.0909,126.78201670000001,화성시
16600,89760,233000045,6-3,8,원안3리,233001390,37544.0,41008128.0,37.0968333,126.78586670000001,화성시
16615,89761,233000045,6-3,9,원안2리,233001507,37404.0,41008128.0,37.1004333,126.78638329999998,화성시
16628,89762,233000045,6-3,10,원안3리,233000454,36890.0,41008128.0,37.1004,126.79103329999998,화성시
16643,89763,233000045,6-3,11,관음사입구,233001400,36720.0,41008128.0,37.1016833,126.79745,화성시
16649,89764,233000045,6-3,12,봉래사,233001786,37825.0,41008128.0,37.1053,126.79803329999999,화성시
16653,89765,233000045,6-3,13,화수2리,233000453,37440.0,41008128.0,37.1090833,126.7997,화성시
16659,89766,233000045,6-3,14,화수사거리,233000452,36891.0,41008128.0,37.1097667,126.80206670000001,화성시
16679,89767,233000045,6-3,15,경신공업사,233001569,37622.0,41008128.0,37.1152667,126.8133,화성시
16694,89768,233000045,6-3,16,금의2리,233001401,36965.0,41008128.0,37.11655,126.81641670000002,화성시
16709,89769,233000045,6-3,17,주곡1리입구,233001411,36962.0,41008128.0,37.1168,126.81916670000001,화성시
16719,89770,233000045,6-3,18,주곡1리마을회관,233000425,37447.0,41008128.0,37.1259333,126.81723329999998,화성시
16727,89771,233000045,6-3,19,주곡1리,233000451,36892.0,41008128.0,37.1163167,126.81953329999999,화성시
16743,89772,233000045,6-3,20,주곡1리,233002184,55157.0,41008128.0,37.1175,126.825,화성시
16759,89773,233000045,6-3,21,금의3리,233000450,36893.0,41008128.0,37.11715,126.8278,화성시
16769,89774,233000045,6-3,22,석포3리,233001932,37947.0,41008128.0,37.1205333,126.83113329999999,화성시
16788,89775,233000045,6-3,23,석포3리,233000449,37441.0,41008128.0,37.12125,126.83185,화성시
16807,89776,233000045,6-3,24,석포2리,233000448,36894.0,41008128.0,37.1264,126.83513329999998,화성시
16827,89777,233000045,6-3,25,석포2리,233000447,36895.0,41008128.0,37.129116700000004,126.83751670000001,화성시
16847,89778,233000045,6-3,26,석포초등학교,233000446,37442.0,41008128.0,37.1300167,126.84011670000001,화성시
16853,89779,233000045,6-3,27,석포삼거리,233000445,36896.0,41008128.0,37.130733299999996,126.84365,화성시
16870,89780,233000045,6-3,28,서근리,233000444,36897.0,41008128.0,37.1278833,126.85058329999998,화성시
16893,89781,233000045,6-3,29,서근리,233000443,37443.0,41008128.0,37.1260833,126.85755,화성시
16916,89782,233000045,6-3,30,화당리,233000441,36899.0,41008128.0,37.1216667,126.86521670000002,화성시
16930,89783,233000045,6-3,31,월문리,233000440,36900.0,41008128.0,37.1193167,126.86906670000002,화성시
16944,89784,233000045,6-3,32,월문초등학교,233000439,37444.0,41008128.0,37.1178667,126.8714,화성시
16958,89785,233000045,6-3,33,월문리온천입구,233000438,36901.0,41008128.0,37.1143167,126.87723329999999,화성시
16965,89786,233000045,6-3,34,해창1리.우리꽃식물원,233001402,37206.0,41008128.0,37.1130333,126.882,화성시
16986,89787,233000045,6-3,35,매곡리,233000391,37217.0,41008128.0,37.11725,126.88846670000001,화성시
17005,89788,233000045,6-3,36,한국폴리텍대학,233000390,37225.0,41008128.0,37.1217833,126.8929,화성시
17023,89789,233000045,6-3,37,제암리,233001388,37231.0,41008128.0,37.1240333,126.8962833,화성시
17041,89790,233000045,6-3,38,동양빌딩앞,233000389,36874.0,41008128.0,37.1270167,126.90176670000001,화성시
17055,89791,233000045,6-3,39,화성시보건소앞,233000388,36875.0,41008128.0,37.128783299999995,126.9049,화성시
17105,89792,233000045,6-3,40,발안만세시장,233000387,36876.0,41008128.0,37.1333,126.90941670000001,화성시
17163,89793,233000046,8,1,조암터미널,233000929,36011.0,41008129.0,37.08215,126.81558329999999,화성시
17245,89794,233000046,8,2,조암삼거리(경유),277102392,,41008129.0,37.0809333,126.81455,화성시
17267,89795,233000046,8,3,조암8리,233000372,37397.0,41008129.0,37.0812667,126.81038329999998,화성시
17276,89796,233000046,8,4,우정초등학교,233000371,36836.0,41008129.0,37.0808167,126.8017,화성시
17289,89797,233000046,8,5,조암4리앞,233000370,36837.0,41008129.0,37.0822667,126.79636670000001,화성시
17302,89798,233000046,8,6,운평2리,233001156,37487.0,41008129.0,37.0845833,126.78073329999998,화성시
17314,89799,233000046,8,7,운평리,233002328,55159.0,41008129.0,37.0909,126.78201670000001,화성시
17322,89800,233000046,8,8,원안3리,233001390,37544.0,41008129.0,37.0968333,126.78586670000001,화성시
17337,89801,233000046,8,9,원안2리,233001391,37543.0,41008129.0,37.1006167,126.78626670000001,화성시
17350,89802,233000046,8,10,복지회관,233001393,36724.0,41008129.0,37.1002333,126.78371670000001,화성시
17361,89803,233000046,8,11,거물마을,233001396,36968.0,41008129.0,37.101916700000004,126.78076670000002,화성시
17371,89804,233000046,8,12,원안1리종점,233001397,36967.0,41008129.0,37.105683299999995,126.77686670000001,화성시
17376,89805,233000046,8,13,원안1리(경유),277101677,,41008129.0,37.1038,126.77841670000001,화성시
17377,89806,233000046,8,14,거물마을,233001398,36966.0,41008129.0,37.10185,126.78083329999998,화성시
17387,89807,233000046,8,15,복지회관,233001399,36723.0,41008129.0,37.1002,126.78366670000001,화성시
17398,89808,233000046,8,16,원안2리,233000455,36889.0,41008129.0,37.1005667,126.78618329999999,화성시
17411,89809,233000046,8,17,원안3리,233000405,36868.0,41008129.0,37.0967333,126.7858,화성시
17426,89810,233000046,8,18,운평리,233002327,55158.0,41008129.0,37.0909667,126.78195,화성시
17434,89811,233000046,8,19,운평2리,233000404,37452.0,41008129.0,37.0845,126.7807,화성시
17446,89812,233000046,8,20,조암4리앞,233001159,37486.0,41008129.0,37.0822,126.79636670000001,화성시
17459,89813,233000046,8,21,우정초등학교,233001160,36788.0,41008129.0,37.0807,126.80166670000001,화성시
17472,89814,233000046,8,22,금강아파트,233001161,36787.0,41008129.0,37.08115,126.81036670000002,화성시
17481,89815,233000046,8,23,조암터미널,233000928,36013.0,41008129.0,37.0822333,126.8158,화성시
17563,89816,233000047,8-3,1,조암터미널,233000929,36011.0,41008130.0,37.08215,126.81558329999999,화성시
17645,89817,233000047,8-3,2,조암리(경유),277102394,,41008130.0,37.0827,126.81888329999998,화성시
17658,89818,233000047,8-3,3,시장앞,233001246,36937.0,41008130.0,37.0846667,126.81948329999999,화성시
17677,89819,233000047,8-3,4,삼괴중고등학교,233001067,36823.0,41008130.0,37.0870167,126.81898329999999,화성시
17696,89820,233000047,8-3,5,우정읍복지센터입구,233001070,36822.0,41008130.0,37.0896167,126.8172,화성시
17714,89821,233000047,8-3,6,한각리입구,233001071,36821.0,41008130.0,37.09215,126.81645,화성시
17731,89822,233000047,8-3,7,멱우2리부대앞,233001077,37494.0,41008130.0,37.0957667,126.81518329999999,화성시
17748,89823,233000047,8-3,8,멱우2리,233001081,36819.0,41008130.0,37.1021,126.81383329999998,화성시
17766,89824,233000047,8-3,9,멱우1리,233001352,37527.0,41008130.0,37.1060667,126.80795,화성시
17783,89825,233000047,8-3,10,화수사거리,233000452,36891.0,41008130.0,37.1097667,126.80206670000001,화성시
17803,89826,233000047,8-3,11,경신공업사,233001569,37622.0,41008130.0,37.1152667,126.8133,화성시
17818,89827,233000047,8-3,12,금의2리,233001401,36965.0,41008130.0,37.11655,126.81641670000002,화성시
17833,89828,233000047,8-3,13,주곡1리,233000451,36892.0,41008130.0,37.1163167,126.81953329999999,화성시
17849,89829,233000047,8-3,14,주곡1리,233002184,55157.0,41008130.0,37.1175,126.825,화성시
17865,89830,233000047,8-3,15,금의3리,233000450,36893.0,41008130.0,37.11715,126.8278,화성시
17875,89831,233000047,8-3,16,석포3리,233001932,37947.0,41008130.0,37.1205333,126.83113329999999,화성시
17894,89832,233000047,8-3,17,석포3리,233000449,37441.0,41008130.0,37.12125,126.83185,화성시
17913,89833,233000047,8-3,18,석포2리,233000448,36894.0,41008130.0,37.1264,126.83513329999998,화성시
17933,89834,233000047,8-3,19,석포2리,233000447,36895.0,41008130.0,37.129116700000004,126.83751670000001,화성시
17953,89835,233000047,8-3,20,석포초등학교,233000446,37442.0,41008130.0,37.1300167,126.84011670000001,화성시
17959,89836,233000047,8-3,21,석포4리,233000461,36885.0,41008130.0,37.13005,126.83958329999999,화성시
17963,89837,233000047,8-3,22,석포2리,233000460,37438.0,41008130.0,37.1292667,126.83721670000001,화성시
17983,89838,233000047,8-3,23,석포2리,233001403,37542.0,41008130.0,37.1263333,126.83496670000001,화성시
18003,89839,233000047,8-3,24,석포3리,233001414,36924.0,41008130.0,37.1213167,126.83165,화성시
18022,89840,233000047,8-3,25,석포3리,233000459,36886.0,41008130.0,37.1206167,126.83088329999998,화성시
18041,89841,233000047,8-3,26,금의3리,233000458,36887.0,41008130.0,37.1179833,126.82888329999999,화성시
18051,89842,233000047,8-3,27,주곡1리,233000457,36888.0,41008130.0,37.11765,126.82498329999999,화성시
18067,89843,233000047,8-3,28,주곡1리입구,233001411,36962.0,41008130.0,37.1168,126.81916670000001,화성시
18077,89844,233000047,8-3,29,주곡1리마을회관,233000425,37447.0,41008130.0,37.1259333,126.81723329999998,화성시
18085,89845,233000047,8-3,30,주곡1리입구,233001416,37538.0,41008130.0,37.116716700000005,126.81901670000002,화성시
18095,89846,233000047,8-3,31,금의2리,233000456,37439.0,41008130.0,37.1166167,126.81645,화성시
18110,89847,233000047,8-3,32,경신공업사,233001563,37627.0,41008130.0,37.11525,126.81311670000001,화성시
18125,89848,233000047,8-3,33,주곡2리입구,233001522,37414.0,41008130.0,37.110383299999995,126.80385,화성시
18132,89849,233000047,8-3,34,화수사거리,233001117,37491.0,41008130.0,37.1096333,126.80188329999999,화성시
18152,89850,233000047,8-3,35,멱우1리,233001351,37607.0,41008130.0,37.10605,126.80781670000002,화성시
18169,89851,233000047,8-3,36,멱우2리,233001078,36820.0,41008130.0,37.1013833,126.81413329999998,화성시
18187,89852,233000047,8-3,37,멱우2리부대앞,233001074,37495.0,41008130.0,37.0957667,126.8151,화성시
18204,89853,233000047,8-3,38,한각리입구,233001068,36707.0,41008130.0,37.0918833,126.81641670000002,화성시
18221,89854,233000047,8-3,39,우정읍복지센터입구,233001069,37496.0,41008130.0,37.0895667,126.81706670000001,화성시
18239,89855,233000047,8-3,40,삼괴중고등학교,233001066,37497.0,41008130.0,37.0867667,126.81893329999998,화성시
18258,89856,233000047,8-3,41,시장앞,233001247,36936.0,41008130.0,37.0849167,126.8193,화성시
