,seq,pr_station_id,bus_line_no,bus_line_no_seq,station_nm,station_id,mobile_no,표준정류장ID,시군명
8573,188408,241483001,5-1A,38,매화리,233000324,37041.0,233000324,화성시
8577,164440,241319005,공영1(사곳.궁평),53,서신중학교후문,233003119,55515.0,233003119,화성시
8578,164514,241319006,공영1(매화.궁평),55,서신중학교후문,233003119,55515.0,233003119,화성시
8579,164585,241319007,공영1(궁평.사곳),52,서신중학교후문,233003119,55515.0,233003119,화성시
8580,165380,241319033,20-3(당성왕모대),39,서신중학교후문,233003119,55515.0,233003119,화성시
8581,188409,241483001,5-1A,39,서신중학교후문,233003119,55515.0,233003119,화성시
8585,164442,241319005,공영1(사곳.궁평),55,목성머리,233000755,37578.0,233000755,화성시
8586,164516,241319006,공영1(매화.궁평),57,목성머리,233000755,37578.0,233000755,화성시
8587,164587,241319007,공영1(궁평.사곳),54,목성머리,233000755,37578.0,233000755,화성시
8588,165382,241319033,20-3(당성왕모대),41,목성머리,233000755,37578.0,233000755,화성시
8589,188411,241483001,5-1A,41,목성머리,233000755,37578.0,233000755,화성시
8593,164443,241319005,공영1(사곳.궁평),56,광평리,233000864,37031.0,233000864,화성시
8594,164517,241319006,공영1(매화.궁평),58,광평리,233000864,37031.0,233000864,화성시
8595,164588,241319007,공영1(궁평.사곳),55,광평리,233000864,37031.0,233000864,화성시
8596,165383,241319033,20-3(당성왕모대),42,광평리,233000864,37031.0,233000864,화성시
8597,188412,241483001,5-1A,42,광평리,233000864,37031.0,233000864,화성시
8601,164444,241319005,공영1(사곳.궁평),57,느티나무앞,233001888,37927.0,233001888,화성시
8602,164518,241319006,공영1(매화.궁평),59,느티나무앞,233001888,37927.0,233001888,화성시
8603,164589,241319007,공영1(궁평.사곳),56,느티나무앞,233001888,37927.0,233001888,화성시
8604,165384,241319033,20-3(당성왕모대),43,느티나무앞,233001888,37927.0,233001888,화성시
8605,188413,241483001,5-1A,43,느티나무앞,233001888,37927.0,233001888,화성시
8610,164445,241319005,공영1(사곳.궁평),58,광평삼거리,233000754,37564.0,233000754,화성시
8611,164519,241319006,공영1(매화.궁평),60,광평삼거리,233000754,37564.0,233000754,화성시
8612,164590,241319007,공영1(궁평.사곳),57,광평삼거리,233000754,37564.0,233000754,화성시
8613,165385,241319033,20-3(당성왕모대),44,광평삼거리,233000754,37564.0,233000754,화성시
8614,188414,241483001,5-1A,44,광평삼거리,233000754,37564.0,233000754,화성시
8618,188415,241483001,5-1A,45,숲풀안앞,233001876,37783.0,233001876,화성시
8623,188416,241483001,5-1A,46,장외리,233000865,37020.0,233000865,화성시
8628,188418,241483001,5-1A,48,장외리.지긋말,233000866,37016.0,233000866,화성시
8632,188419,241483001,5-1A,49,큰말입구,233000867,37015.0,233000867,화성시
8636,188420,241483001,5-1A,50,송교1리,233000868,37012.0,233000868,화성시
8641,188421,241483001,5-1A,51,살고지입구,233001299,36947.0,233001299,화성시
8645,188422,241483001,5-1A,52,개경촌,233000871,37007.0,233000871,화성시
8649,188423,241483001,5-1A,53,제부해수탕,233000753,36763.0,233000753,화성시
8654,188424,241483001,5-1A,54,제부도입구,233000872,37001.0,233000872,화성시
8670,188373,241483001,5-1A,3,제부해수탕,233001872,37925.0,233001872,화성시
8674,188375,241483001,5-1A,5,살고지입구,233001294,37008.0,233001294,화성시
8677,188379,241483001,5-1A,9,장외리,233001873,37930.0,233001873,화성시
8679,165284,241319032,20-3(왕모대시청),33,상안삼거리,233002315,55232.0,233002315,화성시
8681,167905,241335026,50-2(금강),27,남양도서관.동광뷰엘,233002704,55639.0,233002704,화성시
8682,188614,241483006,50-4,12,남양도서관.동광뷰엘,233002704,55639.0,233002704,화성시
8683,188687,241483008,50-7,44,남양도서관.동광뷰엘,233002704,55639.0,233002704,화성시
8684,188741,241483010,50-4(대광1차),24,남양도서관.동광뷰엘,233002704,55639.0,233002704,화성시
8685,190126,241485040,13-2,35,남양도서관.동광뷰엘,233002704,55639.0,233002704,화성시
8687,167906,241335026,50-2(금강),28,남양동광뷰엘,233003108,55435.0,233003108,화성시
8688,188615,241483006,50-4,13,남양동광뷰엘,233003108,55435.0,233003108,화성시
8689,188688,241483008,50-7,45,남양동광뷰엘,233003108,55435.0,233003108,화성시
8690,188742,241483010,50-4(대광1차),25,남양동광뷰엘,233003108,55435.0,233003108,화성시
8697,188897,241483017,50-8(송산),10,유일병원,233001404,36719.0,233001404,화성시
8702,92033,233000134,1001,95,삼화리,233000724,37162.0,233000724,화성시
8709,92034,233000134,1001,96,천산아파트,233000723,37169.0,233000723,화성시
8716,92035,233000134,1001,97,비봉초등학교후문,233000722,37171.0,233000722,화성시
8724,92036,233000134,1001,98,비봉중고등학교,233000721,37186.0,233000721,화성시
8952,92003,233000134,1001,65,비봉중고등학교,233000778,37183.0,233000778,화성시
8960,92004,233000134,1001,66,비봉초등학교후문.삼화3리,233000777,37170.0,233000777,화성시
8968,92005,233000134,1001,67,천산아파트,233000776,37168.0,233000776,화성시
8976,92006,233000134,1001,68,삼화리.천산아파트,233000774,37161.0,233000774,화성시
8985,167885,241335026,50-2(금강),7,남양동광뷰엘,233003109,55436.0,233003109,화성시
8986,188609,241483006,50-4,7,남양동광뷰엘,233003109,55436.0,233003109,화성시
8987,188648,241483008,50-7,5,남양동광뷰엘,233003109,55436.0,233003109,화성시
8988,188724,241483010,50-4(대광1차),7,남양동광뷰엘,233003109,55436.0,233003109,화성시
8990,167886,241335026,50-2(금강),8,남양도서관.동광뷰엘,233002705,55640.0,233002705,화성시
8991,188649,241483008,50-7,6,남양도서관.동광뷰엘,233002705,55640.0,233002705,화성시
8992,188725,241483010,50-4(대광1차),8,남양도서관.동광뷰엘,233002705,55640.0,233002705,화성시
8993,190127,241485040,13-2,36,남양도서관.동광뷰엘,233002705,55640.0,233002705,화성시
8998,165260,241319032,20-3(왕모대시청),9,상안삼거리,233002316,55225.0,233002316,화성시
9001,188417,241483001,5-1A,47,장외리,233001874,37926.0,233001874,화성시
9002,88547,233000010,33-1,1,조암터미널,233000928,36013.0,233000928,화성시
9003,88989,233000013,2,33,조암터미널,233000928,36013.0,233000928,화성시
9004,88993,233000013,2,37,조암터미널,233000928,36013.0,233000928,화성시
9005,89028,233000015,4,35,조암터미널,233000928,36013.0,233000928,화성시
9006,89059,233000019,5-2,31,조암터미널,233000928,36013.0,233000928,화성시
9007,89094,233000021,5-4,35,조암터미널,233000928,36013.0,233000928,화성시
9008,89125,233000022,15,31,조암터미널,233000928,36013.0,233000928,화성시
9009,89148,233000024,14,23,조암터미널,233000928,36013.0,233000928,화성시
9010,89172,233000025,9,24,조암터미널,233000928,36013.0,233000928,화성시
9011,89197,233000026,19,25,조암터미널,233000928,36013.0,233000928,화성시
9012,89211,233000027,3-1,14,조암터미널,233000928,36013.0,233000928,화성시
9013,89253,233000029,2-4,22,조암터미널,233000928,36013.0,233000928,화성시
9014,89289,233000030,2-3,36,조암터미널,233000928,36013.0,233000928,화성시
9015,89468,233000035,2-2,31,조암터미널,233000928,36013.0,233000928,화성시
9018,89675,233000041,11,37,조암터미널,233000928,36013.0,233000928,화성시
9019,89752,233000044,17,31,조암터미널,233000928,36013.0,233000928,화성시
9020,89815,233000046,8,23,조암터미널,233000928,36013.0,233000928,화성시
9021,89857,233000047,8-3,42,조암터미널,233000928,36013.0,233000928,화성시
9022,89896,233000048,1,39,조암터미널,233000928,36013.0,233000928,화성시
9023,89924,233000049,8-2,28,조암터미널,233000928,36013.0,233000928,화성시
9024,89965,233000051,1-1,41,조암터미널,233000928,36013.0,233000928,화성시
9025,89999,233000052,2-1,34,조암터미널,233000928,36013.0,233000928,화성시
9026,90049,233000057,8-1,25,조암터미널,233000928,36013.0,233000928,화성시
9027,90180,233000060,11-2,39,조암터미널,233000928,36013.0,233000928,화성시
9028,90218,233000062,11-4,38,조암터미널,233000928,36013.0,233000928,화성시
9029,90707,233000079,20,36,조암터미널,233000928,36013.0,233000928,화성시
9030,90801,233000080,21,94,조암터미널,233000928,36013.0,233000928,화성시
9031,90821,233000081,24,20,조암터미널,233000928,36013.0,233000928,화성시
9032,90991,233000085,23,18,조암터미널,233000928,36013.0,233000928,화성시
9033,91161,233000094,25,7,조암터미널,233000928,36013.0,233000928,화성시
9034,91273,233000095,26,112,조암터미널,233000928,36013.0,233000928,화성시
9035,91291,233000096,27,18,조암터미널,233000928,36013.0,233000928,화성시
9036,91493,233000126,33-2,1,조암터미널,233000928,36013.0,233000928,화성시
9037,93161,233000267,28,4,조암터미널,233000928,36013.0,233000928,화성시
9038,88548,233000010,33-1,2,조암터미널(경유),277102511,,277102511,화성시
9039,91494,233000126,33-2,2,조암터미널(경유),277102511,,277102511,화성시
9040,88549,233000010,33-1,3,우정읍행정복지센터,233002091,55066.0,233002091,화성시
9041,88990,233000013,2,34,우정읍행정복지센터,233002091,55066.0,233002091,화성시
9042,89212,233000027,3-1,15,우정읍행정복지센터,233002091,55066.0,233002091,화성시
9043,91495,233000126,33-2,3,우정읍행정복지센터,233002091,55066.0,233002091,화성시
9044,93162,233000267,28,5,우정읍행정복지센터,233002091,55066.0,233002091,화성시
9045,88550,233000010,33-1,4,삼괴중고교,233002089,55064.0,233002089,화성시
9046,88991,233000013,2,35,삼괴중고교,233002089,55064.0,233002089,화성시
9047,89213,233000027,3-1,16,삼괴중고교,233002089,55064.0,233002089,화성시
9048,91496,233000126,33-2,4,삼괴중고교,233002089,55064.0,233002089,화성시
9049,93163,233000267,28,6,삼괴중고교,233002089,55064.0,233002089,화성시
9050,88551,233000010,33-1,5,조암한라비발디,233002243,37750.0,233002243,화성시
9051,91497,233000126,33-2,5,조암한라비발디,233002243,37750.0,233002243,화성시
9053,93164,233000267,28,7,조암한라비발디,233002243,37750.0,233002243,화성시
9055,88552,233000010,33-1,6,어은삼거리,233000931,37122.0,233000931,화성시
9056,89097,233000022,15,3,어은삼거리,233000931,37122.0,233000931,화성시
9057,89128,233000024,14,3,어은삼거리,233000931,37122.0,233000931,화성시
9058,89861,233000048,1,4,어은삼거리,233000931,37122.0,233000931,화성시
9059,89927,233000051,1-1,3,어은삼거리,233000931,37122.0,233000931,화성시
9060,91266,233000095,26,105,어은삼거리,233000931,37122.0,233000931,화성시
9061,93165,233000267,28,8,어은삼거리,233000931,37122.0,233000931,화성시
9062,88553,233000010,33-1,7,장안면행정복지센터,233000932,37126.0,233000932,화성시
9063,89099,233000022,15,5,장안면행정복지센터,233000932,37126.0,233000932,화성시
9064,89130,233000024,14,5,장안면행정복지센터,233000932,37126.0,233000932,화성시
9065,89863,233000048,1,6,장안면행정복지센터,233000932,37126.0,233000932,화성시
9066,89929,233000051,1-1,5,장안면행정복지센터,233000932,37126.0,233000932,화성시
9067,93167,233000267,28,10,장안면행정복지센터,233000932,37126.0,233000932,화성시
9068,88554,233000010,33-1,8,사랑리,233000514,37129.0,233000514,화성시
9069,89100,233000022,15,6,사랑리,233000514,37129.0,233000514,화성시
9070,89131,233000024,14,6,사랑리,233000514,37129.0,233000514,화성시
9071,89864,233000048,1,7,사랑리,233000514,37129.0,233000514,화성시
9072,89930,233000051,1-1,6,사랑리,233000514,37129.0,233000514,화성시
9073,88555,233000010,33-1,9,덕다2리앞,233001248,37514.0,233001248,화성시
9074,89101,233000022,15,7,덕다2리앞,233001248,37514.0,233001248,화성시
9075,89132,233000024,14,7,덕다2리앞,233001248,37514.0,233001248,화성시
9076,89865,233000048,1,8,덕다2리앞,233001248,37514.0,233001248,화성시
9077,89931,233000051,1-1,7,덕다2리앞,233001248,37514.0,233001248,화성시
9078,88556,233000010,33-1,10,덕다리입구,233001144,37490.0,233001144,화성시
9079,89133,233000024,14,8,덕다리입구,233001144,37490.0,233001144,화성시
9080,89866,233000048,1,9,덕다리입구,233001144,37490.0,233001144,화성시
9081,88557,233000010,33-1,11,덕다리입구,233000933,37131.0,233000933,화성시
9082,89102,233000022,15,8,덕다리입구,233000933,37131.0,233000933,화성시
9083,89867,233000048,1,10,덕다리입구,233000933,37131.0,233000933,화성시
9084,89932,233000051,1-1,8,덕다리입구,233000933,37131.0,233000933,화성시
9085,88558,233000010,33-1,12,독정1리,233000934,37136.0,233000934,화성시
9086,89103,233000022,15,9,독정1리,233000934,37136.0,233000934,화성시
9087,89868,233000048,1,11,독정1리,233000934,37136.0,233000934,화성시
9088,89933,233000051,1-1,9,독정1리,233000934,37136.0,233000934,화성시
9089,88559,233000010,33-1,13,독정삼거리,233001815,37894.0,233001815,화성시
9090,88560,233000010,33-1,14,독정2리,233000935,37141.0,233000935,화성시
9091,89105,233000022,15,11,독정2리,233000935,37141.0,233000935,화성시
9092,88561,233000010,33-1,15,위닉스,233001772,37791.0,233001772,화성시
9093,88562,233000010,33-1,16,감드러지(독정3리),233000936,37147.0,233000936,화성시
9094,88563,233000010,33-1,17,독정3리,233000512,37152.0,233000512,화성시
9095,90979,233000085,23,6,독정3리,233000512,37152.0,233000512,화성시
9096,88564,233000010,33-1,18,독정4리,233000511,37156.0,233000511,화성시
9097,90980,233000085,23,7,독정4리,233000511,37156.0,233000511,화성시
9098,88565,233000010,33-1,19,수촌2리.황골,233000937,37160.0,233000937,화성시
9099,90981,233000085,23,8,수촌2리.황골,233000937,37160.0,233000937,화성시
9100,88566,233000010,33-1,20,꽃밭,233000510,37157.0,233000510,화성시
9101,88567,233000010,33-1,21,성문,233000394,37166.0,233000394,화성시
9102,90011,233000056,7-1,12,성문,233000394,37166.0,233000394,화성시
9103,91514,233000126,33-2,22,성문,233000394,37166.0,233000394,화성시
9105,88568,233000010,33-1,22,해창2리.능인대학원대학교,233000393,37179.0,233000393,화성시
9106,90012,233000056,7-1,13,해창2리.능인대학원대학교,233000393,37179.0,233000393,화성시
9107,91515,233000126,33-2,23,해창2리.능인대학원대학교,233000393,37179.0,233000393,화성시
9110,88569,233000010,33-1,23,해창리,233000392,36873.0,233000392,화성시
9111,91516,233000126,33-2,24,해창리,233000392,36873.0,233000392,화성시
9113,88570,233000010,33-1,24,해창1리.우리꽃식물원,233001402,37206.0,233001402,화성시
9114,89632,233000040,6,38,해창1리.우리꽃식물원,233001402,37206.0,233001402,화성시
9115,89715,233000043,6-2,40,해창1리.우리꽃식물원,233001402,37206.0,233001402,화성시
9116,89786,233000045,6-3,34,해창1리.우리꽃식물원,233001402,37206.0,233001402,화성시
9117,90013,233000056,7-1,14,해창1리.우리꽃식물원,233001402,37206.0,233001402,화성시
9118,90090,233000058,7,41,해창1리.우리꽃식물원,233001402,37206.0,233001402,화성시
9119,90135,233000059,11-5,36,해창1리.우리꽃식물원,233001402,37206.0,233001402,화성시
9120,90735,233000080,21,28,해창1리.우리꽃식물원,233001402,37206.0,233001402,화성시
9121,91189,233000095,26,28,해창1리.우리꽃식물원,233001402,37206.0,233001402,화성시
9122,91517,233000126,33-2,25,해창1리.우리꽃식물원,233001402,37206.0,233001402,화성시
9125,88571,233000010,33-1,25,매곡리,233000391,37217.0,233000391,화성시
9126,89633,233000040,6,39,매곡리,233000391,37217.0,233000391,화성시
9127,89716,233000043,6-2,41,매곡리,233000391,37217.0,233000391,화성시
9128,89787,233000045,6-3,35,매곡리,233000391,37217.0,233000391,화성시
9129,90014,233000056,7-1,15,매곡리,233000391,37217.0,233000391,화성시
9130,90091,233000058,7,42,매곡리,233000391,37217.0,233000391,화성시
9131,90136,233000059,11-5,37,매곡리,233000391,37217.0,233000391,화성시
9132,90736,233000080,21,29,매곡리,233000391,37217.0,233000391,화성시
9133,91190,233000095,26,29,매곡리,233000391,37217.0,233000391,화성시
9134,91518,233000126,33-2,26,매곡리,233000391,37217.0,233000391,화성시
9136,88572,233000010,33-1,26,한국폴리텍대학,233000390,37225.0,233000390,화성시
9137,89634,233000040,6,40,한국폴리텍대학,233000390,37225.0,233000390,화성시
9138,89717,233000043,6-2,42,한국폴리텍대학,233000390,37225.0,233000390,화성시
9139,89788,233000045,6-3,36,한국폴리텍대학,233000390,37225.0,233000390,화성시
9140,90092,233000058,7,43,한국폴리텍대학,233000390,37225.0,233000390,화성시
9141,90137,233000059,11-5,38,한국폴리텍대학,233000390,37225.0,233000390,화성시
9142,91191,233000095,26,30,한국폴리텍대학,233000390,37225.0,233000390,화성시
9143,91519,233000126,33-2,27,한국폴리텍대학,233000390,37225.0,233000390,화성시
9145,88573,233000010,33-1,27,제암리,233001388,37231.0,233001388,화성시
9146,89635,233000040,6,41,제암리,233001388,37231.0,233001388,화성시
9147,89718,233000043,6-2,43,제암리,233001388,37231.0,233001388,화성시
9148,89789,233000045,6-3,37,제암리,233001388,37231.0,233001388,화성시
9149,90093,233000058,7,44,제암리,233001388,37231.0,233001388,화성시
9150,90138,233000059,11-5,39,제암리,233001388,37231.0,233001388,화성시
9151,91192,233000095,26,31,제암리,233001388,37231.0,233001388,화성시
9152,91520,233000126,33-2,28,제암리,233001388,37231.0,233001388,화성시
9155,88574,233000010,33-1,28,동양빌딩앞,233000389,36874.0,233000389,화성시
9156,89636,233000040,6,42,동양빌딩앞,233000389,36874.0,233000389,화성시
9157,89719,233000043,6-2,44,동양빌딩앞,233000389,36874.0,233000389,화성시
9158,89790,233000045,6-3,38,동양빌딩앞,233000389,36874.0,233000389,화성시
9159,90094,233000058,7,45,동양빌딩앞,233000389,36874.0,233000389,화성시
9160,90139,233000059,11-5,40,동양빌딩앞,233000389,36874.0,233000389,화성시
9161,91193,233000095,26,32,동양빌딩앞,233000389,36874.0,233000389,화성시
9162,91521,233000126,33-2,29,동양빌딩앞,233000389,36874.0,233000389,화성시
9163,88575,233000010,33-1,29,우림아파트.화성노인회관,233000525,37250.0,233000525,화성시
9164,90095,233000058,7,46,우림아파트.화성노인회관,233000525,37250.0,233000525,화성시
9165,90184,233000062,11-4,4,우림아파트.화성노인회관,233000525,37250.0,233000525,화성시
9166,90766,233000080,21,59,우림아파트.화성노인회관,233000525,37250.0,233000525,화성시
9167,91194,233000095,26,33,우림아파트.화성노인회관,233000525,37250.0,233000525,화성시
9168,91522,233000126,33-2,30,우림아파트.화성노인회관,233000525,37250.0,233000525,화성시
9170,190237,241485041,13-1,57,우림아파트.화성노인회관,233000525,37250.0,233000525,화성시
9171,88576,233000010,33-1,30,주공아파트,233000524,37245.0,233000524,화성시
9172,90096,233000058,7,47,주공아파트,233000524,37245.0,233000524,화성시
9173,90185,233000062,11-4,5,주공아파트,233000524,37245.0,233000524,화성시
9174,90767,233000080,21,60,주공아파트,233000524,37245.0,233000524,화성시
9175,91195,233000095,26,34,주공아파트,233000524,37245.0,233000524,화성시
9176,91523,233000126,33-2,31,주공아파트,233000524,37245.0,233000524,화성시
9179,190087,241485039,13-3,45,주공아파트,233000524,37245.0,233000524,화성시
9180,88577,233000010,33-1,31,장짐삼거리앞,233002157,55156.0,233002157,화성시
9181,90097,233000058,7,48,장짐삼거리앞,233002157,55156.0,233002157,화성시
9182,91196,233000095,26,35,장짐삼거리앞,233002157,55156.0,233002157,화성시
9183,91524,233000126,33-2,32,장짐삼거리앞,233002157,55156.0,233002157,화성시
9184,93007,233000264,2000B,26,장짐삼거리앞,233002157,55156.0,233002157,화성시
9186,88578,233000010,33-1,32,화성중고등학교,233000526,37255.0,233000526,화성시
9187,90098,233000058,7,49,화성중고등학교,233000526,37255.0,233000526,화성시
9189,90761,233000080,21,54,화성중고등학교,233000526,37255.0,233000526,화성시
9190,91197,233000095,26,36,화성중고등학교,233000526,37255.0,233000526,화성시
9192,91525,233000126,33-2,33,화성중고등학교,233000526,37255.0,233000526,화성시
9193,93009,233000264,2000B,28,화성중고등학교,233000526,37255.0,233000526,화성시
9195,153908,241205014,77,2,화성중고등학교,233000526,37255.0,233000526,화성시
9196,153955,241205015,78,2,화성중고등학교,233000526,37255.0,233000526,화성시
9197,188927,241483018,21,1,화성중고등학교,233000526,37255.0,233000526,화성시
9198,189010,241483019,22,1,화성중고등학교,233000526,37255.0,233000526,화성시
9199,189337,241485006,12,78,화성중고등학교,233000526,37255.0,233000526,화성시
9200,189387,241485015,10-6,47,화성중고등학교,233000526,37255.0,233000526,화성시
9201,189429,241485016,10-7,39,화성중고등학교,233000526,37255.0,233000526,화성시
9202,189466,241485017,10-2,34,화성중고등학교,233000526,37255.0,233000526,화성시
9203,189548,241485018,10,79,화성중고등학교,233000526,37255.0,233000526,화성시
9204,189598,241485019,10-1,47,화성중고등학교,233000526,37255.0,233000526,화성시
9205,189639,241485020,10-3,38,화성중고등학교,233000526,37255.0,233000526,화성시
9206,189692,241485021,10-4,50,화성중고등학교,233000526,37255.0,233000526,화성시
9207,189737,241485022,10-5,42,화성중고등학교,233000526,37255.0,233000526,화성시
9208,189945,241485038,37,1,화성중고등학교,233000526,37255.0,233000526,화성시
9209,190159,241485040,13-2,68,화성중고등학교,233000526,37255.0,233000526,화성시
9210,190313,241485042,13-4,75,화성중고등학교,233000526,37255.0,233000526,화성시
9211,190493,241485048,12-1,83,화성중고등학교,233000526,37255.0,233000526,화성시
9212,190571,241485049,13-4A,75,화성중고등학교,233000526,37255.0,233000526,화성시
9213,190674,241485050,11-1,87,화성중고등학교,233000526,37255.0,233000526,화성시
9214,190699,241485051,13-7,1,화성중고등학교,233000526,37255.0,233000526,화성시
9215,190781,241485052,10-8,36,화성중고등학교,233000526,37255.0,233000526,화성시
9216,190853,241485054,13-6,21,화성중고등학교,233000526,37255.0,233000526,화성시
9217,88579,233000010,33-1,33,발안삼거리.바다마트,233001371,37273.0,233001371,화성시
9219,90762,233000080,21,55,발안삼거리.바다마트,233001371,37273.0,233001371,화성시
9221,91526,233000126,33-2,34,발안삼거리.바다마트,233001371,37273.0,233001371,화성시
9223,93010,233000264,2000B,29,발안삼거리.바다마트,233001371,37273.0,233001371,화성시
9225,153909,241205014,77,3,발안삼거리.바다마트,233001371,37273.0,233001371,화성시
9226,153956,241205015,78,3,발안삼거리.바다마트,233001371,37273.0,233001371,화성시
9227,188928,241483018,21,2,발안삼거리.바다마트,233001371,37273.0,233001371,화성시
9228,189011,241483019,22,2,발안삼거리.바다마트,233001371,37273.0,233001371,화성시
9230,189806,241485024,36-3,31,발안삼거리.바다마트,233001371,37273.0,233001371,화성시
9235,189946,241485038,37,2,발안삼거리.바다마트,233001371,37273.0,233001371,화성시
9236,190051,241485039,13-3,9,발안삼거리.바다마트,233001371,37273.0,233001371,화성시
9237,190160,241485040,13-2,69,발안삼거리.바다마트,233001371,37273.0,233001371,화성시
9238,190184,241485041,13-1,4,발안삼거리.바다마트,233001371,37273.0,233001371,화성시
9239,190314,241485042,13-4,76,발안삼거리.바다마트,233001371,37273.0,233001371,화성시
9240,190356,241485045,36A,28,발안삼거리.바다마트,233001371,37273.0,233001371,화성시
9241,190385,241485046,36-2A,29,발안삼거리.바다마트,233001371,37273.0,233001371,화성시
9242,190410,241485047,39A,25,발안삼거리.바다마트,233001371,37273.0,233001371,화성시
9243,190572,241485049,13-4A,76,발안삼거리.바다마트,233001371,37273.0,233001371,화성시
9244,190675,241485050,11-1,88,발안삼거리.바다마트,233001371,37273.0,233001371,화성시
9245,190700,241485051,13-7,2,발안삼거리.바다마트,233001371,37273.0,233001371,화성시
9246,190854,241485054,13-6,22,발안삼거리.바다마트,233001371,37273.0,233001371,화성시
9247,190875,241485055,H7,1,발안삼거리.바다마트,233001371,37273.0,233001371,화성시
9248,88580,233000010,33-1,34,KEB하나은행발안지점,233001934,37940.0,233001934,화성시
9250,90763,233000080,21,56,KEB하나은행발안지점,233001934,37940.0,233001934,화성시
9253,91527,233000126,33-2,35,KEB하나은행발안지점,233001934,37940.0,233001934,화성시
9256,153910,241205014,77,4,KEB하나은행발안지점,233001934,37940.0,233001934,화성시
9257,153957,241205015,78,4,KEB하나은행발안지점,233001934,37940.0,233001934,화성시
9258,154093,241205016,79,76,KEB하나은행발안지점,233001934,37940.0,233001934,화성시
9259,154200,241205017,80,95,KEB하나은행발안지점,233001934,37940.0,233001934,화성시
9260,154349,241205018,81,136,KEB하나은행발안지점,233001934,37940.0,233001934,화성시
9261,188929,241483018,21,3,KEB하나은행발안지점,233001934,37940.0,233001934,화성시
9262,189012,241483019,22,3,KEB하나은행발안지점,233001934,37940.0,233001934,화성시
9268,189947,241485038,37,3,KEB하나은행발안지점,233001934,37940.0,233001934,화성시
9269,190052,241485039,13-3,10,KEB하나은행발안지점,233001934,37940.0,233001934,화성시
9270,190161,241485040,13-2,70,KEB하나은행발안지점,233001934,37940.0,233001934,화성시
9271,190185,241485041,13-1,5,KEB하나은행발안지점,233001934,37940.0,233001934,화성시
9272,190315,241485042,13-4,77,KEB하나은행발안지점,233001934,37940.0,233001934,화성시
9273,190573,241485049,13-4A,77,KEB하나은행발안지점,233001934,37940.0,233001934,화성시
9274,190676,241485050,11-1,89,KEB하나은행발안지점,233001934,37940.0,233001934,화성시
9275,190701,241485051,13-7,3,KEB하나은행발안지점,233001934,37940.0,233001934,화성시
9276,190812,241485053,13-5,28,KEB하나은행발안지점,233001934,37940.0,233001934,화성시
9277,190855,241485054,13-6,23,KEB하나은행발안지점,233001934,37940.0,233001934,화성시
9278,88581,233000010,33-1,35,발안초등학교,233000632,37464.0,233000632,화성시
9282,91528,233000126,33-2,36,발안초등학교,233000632,37464.0,233000632,화성시
9287,153911,241205014,77,5,발안초등학교,233000632,37464.0,233000632,화성시
9288,153958,241205015,78,5,발안초등학교,233000632,37464.0,233000632,화성시
9289,154094,241205016,79,77,발안초등학교,233000632,37464.0,233000632,화성시
9290,154201,241205017,80,96,발안초등학교,233000632,37464.0,233000632,화성시
9291,154350,241205018,81,137,발안초등학교,233000632,37464.0,233000632,화성시
9292,188930,241483018,21,4,발안초등학교,233000632,37464.0,233000632,화성시
9293,189013,241483019,22,4,발안초등학교,233000632,37464.0,233000632,화성시
9294,189948,241485038,37,4,발안초등학교,233000632,37464.0,233000632,화성시
9295,190053,241485039,13-3,11,발안초등학교,233000632,37464.0,233000632,화성시
9296,190162,241485040,13-2,71,발안초등학교,233000632,37464.0,233000632,화성시
9297,190186,241485041,13-1,6,발안초등학교,233000632,37464.0,233000632,화성시
9298,190316,241485042,13-4,78,발안초등학교,233000632,37464.0,233000632,화성시
9299,190574,241485049,13-4A,78,발안초등학교,233000632,37464.0,233000632,화성시
9300,190677,241485050,11-1,90,발안초등학교,233000632,37464.0,233000632,화성시
9301,190702,241485051,13-7,4,발안초등학교,233000632,37464.0,233000632,화성시
9302,190813,241485053,13-5,29,발안초등학교,233000632,37464.0,233000632,화성시
9303,190856,241485054,13-6,24,발안초등학교,233000632,37464.0,233000632,화성시
9304,88582,233000010,33-1,36,향남읍행정복지센터,233001023,37289.0,233001023,화성시
9308,91529,233000126,33-2,37,향남읍행정복지센터,233001023,37289.0,233001023,화성시
9310,153912,241205014,77,6,향남읍행정복지센터,233001023,37289.0,233001023,화성시
9311,153959,241205015,78,6,향남읍행정복지센터,233001023,37289.0,233001023,화성시
9312,154095,241205016,79,78,향남읍행정복지센터,233001023,37289.0,233001023,화성시
9313,154202,241205017,80,97,향남읍행정복지센터,233001023,37289.0,233001023,화성시
9314,154351,241205018,81,138,향남읍행정복지센터,233001023,37289.0,233001023,화성시
9315,188931,241483018,21,5,향남읍행정복지센터,233001023,37289.0,233001023,화성시
9316,189014,241483019,22,5,향남읍행정복지센터,233001023,37289.0,233001023,화성시
9317,189949,241485038,37,5,향남읍행정복지센터,233001023,37289.0,233001023,화성시
9318,190054,241485039,13-3,12,향남읍행정복지센터,233001023,37289.0,233001023,화성시
9319,190163,241485040,13-2,72,향남읍행정복지센터,233001023,37289.0,233001023,화성시
9320,190187,241485041,13-1,7,향남읍행정복지센터,233001023,37289.0,233001023,화성시
9321,190317,241485042,13-4,79,향남읍행정복지센터,233001023,37289.0,233001023,화성시
9322,190575,241485049,13-4A,79,향남읍행정복지센터,233001023,37289.0,233001023,화성시
