,20180702이용횟수
4111738.0,125
4150154.0,70
4120442.0,143
4119432.0,33
4119418.0,13
4122786.0,42
71357.0,12
4119146.0,3
4121775.0,426
4113327.0,23
4116924.0,46
4130397.0,136
4100419.0,2
4110116.0,35
9000925.0,7
4100061.0,237
4103541.0,5
73844.0,38
4119677.0,6
4130328.0,31
4100461.0,115
4100535.0,91
4116974.0,59
4195033.0,2
4111822.0,147
4160396.0,40
4105329.0,17
4135532.0,14
2746.0,61
4101452.0,6
4119412.0,11
4114.0,53
4150345.0,130
4117039.0,124
2560.0,13
4118271.0,10
4150146.0,57
4100613.0,83
4107949.0,49
9130036.0,7
4113577.0,79
4116969.0,6
4103603.0,50
4130336.0,17
4197425.0,204
4130171.0,4
4170343.0,231
4170818.0,170
2801439.0,4
216.0,147
1025.0,27
4103723.0,10
4117364.0,96
4118410.0,15
1205.0,4
4122254.0,30
4103668.0,17
4118426.0,4
4121996.0,212
4170801.0,2
4196956.0,21
4112037.0,50
4100106.0,227
4176330.0,98
31531.0,1
333.0,34
75146.0,1
225.0,58
4111818.0,126
4119371.0,76
4113312.0,2
4120444.0,82
4117295.0,6
4179324.0,33
4123686.0,174
4108023.0,53
4100614.0,21
4130056.0,129
4114851.0,3
4160339.0,90
4103670.0,94
4102812.0,14
4135065.0,24
4110310.0,39
4103563.0,12
4198967.0,21
9004561.0,5
4199205.0,29
4108167.0,114
4101533.0,111
4108013.0,120
4116913.0,88
4170406.0,45
4199543.0,1
4195611.0,148
4103568.0,38
7101836.0,18
1003.0,71
8002156.0,1
4103538.0,4
4111709.0,5
4111877.0,23
4108080.0,175
4130542.0,30
4160364.0,235
4195606.0,48
4117310.0,10
4117250.0,45
4130136.0,88
4102912.0,91
4117357.0,2
4150155.0,19
4176130.0,4
4198952.0,143
4170525.0,100
4176761.0,160
4117261.0,66
4101365.0,2
4108175.0,350
4115417.0,26
4116959.0,87
4117361.0,24
4117320.0,65
4160289.0,99
4176398.0,77
4130271.0,3
4111627.0,217
4199184.0,2
4110203.0,42
4100104.0,204
72335.0,9
4199596.0,79
4176955.0,31
4120001.0,168
4106991.0,3
4116352.0,42
4100653.0,33
4100554.0,48
4117239.0,225
4100997.0,4
4101019.0,9
1751.0,129
4118339.0,24
4195609.0,66
4116724.0,58
227.0,50
4100717.0,87
4110134.0,4
4170378.0,117
4119312.0,4
4105248.0,81
4101989.0,28
4103991.0,54
4117277.0,157
4114984.0,11
4150350.0,35
4118255.0,34
4115169.0,1
4135018.0,80
1854.0,416
4199456.0,35
4199601.0,49
4170265.0,82
4117189.0,190
4114203.0,62
4108010.0,138
4199091.0,53
4120515.0,132
4170653.0,131
4117325.0,24
4100128.0,103
4110194.0,14
4117201.0,59
4108155.0,27
4135807.0,1
4118337.0,15
4100095.0,216
4103186.0,1
4130101.0,35
4108123.0,241
4130420.0,18
2555.0,12
1801.0,60
4103791.0,18
9935.0,6
4198904.0,63
4118408.0,22
9151651.0,113
4100559.0,144
1806.0,79
4117182.0,405
4170937.0,100
4102833.0,108
4176945.0,46
4116812.0,29
4116756.0,290
7103403.0,1
4195704.0,56
4116737.0,31
4197662.0,107
4100568.0,70
4199152.0,1
4130491.0,35
4121995.0,68
4170833.0,15
4176566.0,26
4176940.0,17
4116799.0,208
4117391.0,189
4117390.0,6
4113323.0,201
1454.0,95
4101429.0,19
4195703.0,64
1203.0,10
4122747.0,6
4117012.0,70
4195701.0,71
4176483.0,4
4111724.0,5
156.0,19
4110259.0,63
4100458.0,151
4195705.0,202
4107916.0,13
4170409.0,46
4100615.0,65
4100567.0,53
4199608.0,21
4170355.0,82
4150156.0,10
4179314.0,88
233.0,57
4122343.0,8
4116734.0,79
4108153.0,170
4110089.0,6
4196247.0,43
4114919.0,71
4111885.0,103
4122636.0,53
4199045.0,3
7592.0,1
4117068.0,252
4105378.0,221
4105267.0,7
4102870.0,34
4110190.0,44
4103353.0,7
9119057.0,3
4178362.0,21
8001669.0,110
9000856.0,30
4105380.0,220
4121606.0,17
4170802.0,11
4105305.0,113
4116727.0,26
2750.0,70
4100096.0,118
4130359.0,25
4170527.0,51
4107914.0,79
4102896.0,50
4170502.0,63
4119950.0,19
4117217.0,7
4119156.0,6
4119106.0,43
76021.0,1
311.0,19
320.0,25
76023.0,1
4113481.0,2
71016.0,1
4116748.0,7
1847.0,30
10843.0,1
4101369.0,37
4117061.0,59
4107921.0,15
8001785.0,7
4199074.0,225
4179460.0,3
4115006.0,7
4112035.0,34
4116681.0,147
4176974.0,147
4176460.0,44
4150121.0,4
9011045.0,1
73679.0,4
4121322.0,5
4111858.0,45
4116920.0,279
421.0,43
4118348.0,35
4111864.0,55
4111660.0,140
4103641.0,42
4111919.0,25
4150149.0,22
4114450.0,145
4101442.0,19
4160283.0,69
4197436.0,20
4123726.0,62
9000125.0,4
1015.0,36
4105634.0,48
4107950.0,121
4195603.0,105
4309.0,102
4111845.0,270
4102864.0,50
4170247.0,14
4160375.0,1
2727.0,19
4199038.0,10
4176426.0,52
4170939.0,32
4170531.0,55
4102898.0,16
4116676.0,198
4117331.0,53
4130135.0,171
4113736.0,86
4103545.0,69
4103552.0,4
4116619.0,1
4118260.0,3
4118269.0,7
4178485.0,1
8002123.0,3
4114360.0,36
4102811.0,41
4114993.0,2
4119058.0,3
4111638.0,56
4116990.0,22
4120436.0,158
4116730.0,61
9178973.0,5
4130430.0,119
4118274.0,7
4116565.0,11
4103650.0,9
4103607.0,17
4100524.0,109
4150153.0,155
1805.0,39
4118266.0,11
215.0,30
4195610.0,6
4102915.0,12
4116846.0,151
9001509.0,10
1001.0,25
4111667.0,34
4135043.0,37
4117328.0,29
4199779.0,16
4176770.0,85
4100596.0,15
4135067.0,54
4110155.0,21
4117008.0,22
4116849.0,4
2631.0,17
4130340.0,37
4130350.0,104
4131056.0,1
4103589.0,20
4178983.0,6
4113658.0,126
72584.0,9
9002120.0,2
9000747.0,1
9002119.0,6
4170273.0,107
4101448.0,5
4107784.0,72
4100141.0,105
434.0,78
4116886.0,7
4108161.0,77
14502.0,13
4120478.0,2
212.0,44
4118290.0,134
4116270.0,23
4197469.0,64
4176752.0,33
4196089.0,7
4100586.0,6
10711.0,11
4116892.0,156
4103121.0,14
2530.0,22
4506.0,29
4116941.0,35
4100073.0,263
10765.0,36
4160026.0,13
4100131.0,406
4116858.0,208
4105302.0,27
4179154.0,29
4199850.0,26
4135032.0,146
4100038.0,280
4101527.0,33
4197606.0,128
4114472.0,97
4170936.0,57
4178350.0,6
4102914.0,15
4102868.0,29
4102920.0,8
4150178.0,88
4111653.0,8
4116733.0,285
4116966.0,175
4116988.0,20
4100739.0,11
4116679.0,93
4121997.0,40
9033976.0,2
249.0,27
4100594.0,18
4123688.0,35
4121805.0,32
4123687.0,32
4170257.0,43
4178982.0,72
9008151.0,32
2620.0,2
4108058.0,13
4103285.0,18
4100036.0,117
8502227.0,3
4108420.0,35
12023.0,1
4108197.0,46
4114352.0,24
8000652.0,22
4118293.0,6
4103486.0,52
4103489.0,59
4118267.0,19
4130450.0,4
14397.0,1
4130133.0,88
4114355.0,48
4117043.0,33
9010914.0,4
4176970.0,58
4113324.0,144
4199201.0,9
4103129.0,1
7823.0,5
4150180.0,30
4111687.0,14
4118316.0,1
1032.0,32
4100562.0,228
4195601.0,88
4179196.0,12
4116857.0,96
4103755.0,151
4199616.0,68
4111751.0,197
4135023.0,67
4199623.0,37
4111825.0,19
4170541.0,37
4108163.0,69
72817.0,3
4107004.0,28
7100634.0,1
4170412.0,10
4150128.0,7
4151539.0,7
4108209.0,87
4195711.0,41
4101469.0,9
4101462.0,17
4178214.0,20
4198966.0,14
4120511.0,41
4121803.0,2
4118524.0,2
4117067.0,67
4106972.0,9
4170980.0,66
4179337.0,62
4160207.0,44
4113769.0,7
4117071.0,225
4100054.0,34
4135096.0,13
4179001.0,3
4179000.0,23
4101430.0,30
4196120.0,45
8878.0,2
4160324.0,101
150.0,136
4176113.0,2
4150113.0,27
4135039.0,52
4151567.0,223
4100125.0,64
4103565.0,5
72280.0,7
4118336.0,3
9150145.0,37
4116926.0,34
4160347.0,75
4135088.0,38
2815.0,65
4130087.0,100
4108151.0,77
7103057.0,2
4108142.0,126
4100624.0,27
4114846.0,48
2516.0,33
4121024.0,99
157.0,18
4110121.0,2
4198890.0,1
4108191.0,68
4116785.0,224
4117274.0,104
9002132.0,24
9002885.0,2
4100644.0,208
4105346.0,7
4105347.0,3
4105297.0,152
4111734.0,51
7101892.0,4
13020.0,10
4116505.0,119
4111817.0,136
4150256.0,66
4178535.0,4
4195037.0,8
4100433.0,9
4103122.0,54
4150341.0,20
4101882.0,22
4110241.0,5
4150342.0,105
4196071.0,32
9118288.0,31
9160214.0,49
4105313.0,7
4121025.0,103
4198841.0,10
7102101.0,1
4119268.0,3
4150182.0,46
4100168.0,70
4117852.0,4
4170824.0,68
4107054.0,7
4170520.0,23
4130486.0,85
4115480.0,16
1849.0,62
4108423.0,4
4175912.0,1
2511.0,3
4110102.0,51
4113579.0,113
4108089.0,140
4120453.0,102
9008788.0,1
4117297.0,54
4105377.0,76
4113793.0,2
4170341.0,34
4130512.0,99
4102935.0,33
4178657.0,6
4170862.0,10
4113629.0,12
4114201.0,21
4199339.0,25
4170524.0,22
4179365.0,73
4116871.0,113
4170290.0,73
4176318.0,71
4111632.0,44
2801036.0,1
4130089.0,12
8003109.0,1
4195697.0,143
4197332.0,10
4116397.0,20
4150349.0,22
4114328.0,112
4100652.0,77
4111850.0,173
4107839.0,12
1760.0,14
4177003.0,19
4100032.0,25
4116916.0,37
1002.0,36
4100656.0,25
4106939.0,4
4197333.0,6
4170354.0,34
4102902.0,11
4122164.0,29
4199723.0,53
4160268.0,37
4170637.0,25
4170629.0,1
4170583.0,1
4160266.0,146
4108148.0,60
9009429.0,1
9009481.0,4
4119812.0,17
4176308.0,36
4105223.0,3
4105298.0,27
4108154.0,10
4101876.0,2
4105221.0,4
4117840.0,9
4130091.0,25
230.0,101
1761.0,76
4195702.0,82
4122080.0,1
4101535.0,81
4103594.0,52
4119943.0,9
4199454.0,77
4199695.0,19
4110264.0,76
4101878.0,10
4113318.0,62
9000926.0,1
4108099.0,151
8955.0,7
4103812.0,28
4102910.0,30
4107033.0,17
8003143.0,31
4119201.0,11
4122513.0,1
4170993.0,2
4107059.0,6
4110737.0,14
4103577.0,8
4103490.0,10
4100169.0,25
4110150.0,5
4100526.0,42
4122404.0,3
4150196.0,105
4111652.0,16
4176977.0,34
2539.0,7
4198444.0,51
4103434.0,9
4118326.0,23
4116796.0,17
4121777.0,49
4176314.0,25
4114471.0,29
4111643.0,26
70755.0,9
4103566.0,45
8501190.0,6
4195613.0,131
2807110.0,6
4117348.0,39
4197421.0,8
4150250.0,115
4135523.0,13
4160327.0,18
4100088.0,90
4103827.0,14
7773.0,12
8000420.0,29
4103828.0,4
4123488.0,86
4113774.0,73
4122337.0,70
4119948.0,43
4135566.0,2
4179016.0,2
4195612.0,23
4117035.0,108
4115057.0,42
4102872.0,4
4130392.0,66
4116625.0,3
4116664.0,23
4117856.0,5
4130508.0,58
74919.0,7
4105399.0,10
4108186.0,104
4110057.0,3
4170944.0,76
4102841.0,4
4102913.0,7
4111810.0,95
4150125.0,37
236.0,36
4179134.0,6
4100570.0,11
9115049.0,11
4107111.0,2
4130526.0,66
4117341.0,30
4100121.0,126
4100043.0,188
4118362.0,3
72011.0,2
4100642.0,32
4130371.0,7
4102893.0,16
4176776.0,90
4130432.0,148
4116387.0,53
1274.0,8
4105304.0,26
4117315.0,222
4117247.0,125
4102932.0,107
4130107.0,3
1904.0,2
4130341.0,40
8502018.0,1
13025.0,1
2723.0,7
4170421.0,63
4100474.0,40
4120456.0,11
4100637.0,27
4103756.0,27
4117050.0,212
4160224.0,79
4116958.0,42
4308.0,138
4195615.0,71
8002627.0,2
4150269.0,19
9695.0,1
4112057.0,5
4119395.0,5
4119287.0,1
4119808.0,37
4197689.0,35
75929.0,2
4110165.0,4
4107945.0,43
4116908.0,65
4111852.0,13
4100152.0,16
4103690.0,2
4113651.0,94
4110282.0,15
8000293.0,3
4111624.0,88
4112352.0,6
4101579.0,10
9034061.0,1
413.0,21
4107273.0,5
1023.0,66
4106756.0,12
4117386.0,55
8502222.0,14
4160261.0,40
4118191.0,5
4111764.0,1
4117029.0,110
75863.0,13
2827.0,14
4176934.0,51
4116684.0,50
4103485.0,23
4197586.0,52
4116744.0,18
9135842.0,5
9005102.0,2
4170787.0,1
420.0,52
4101978.0,13
9034315.0,6
4108021.0,86
9000851.0,11
4117413.0,3
4517.0,29
4170394.0,71
4116861.0,28
4108228.0,164
4102639.0,1
4108152.0,55
4117179.0,81
4111657.0,148
4115596.0,36
4101460.0,17
4199693.0,33
9176952.0,31
4117195.0,1
4136466.0,8
4115781.0,5
4150179.0,75
4170723.0,27
4150331.0,33
8001380.0,60
4130346.0,11
2740.0,23
4105201.0,15
4199703.0,1
9009684.0,6
153.0,38
4118279.0,190
4103528.0,9
4116749.0,134
4197722.0,37
4102809.0,5
4179215.0,1
4100163.0,75
4120518.0,2
4114078.0,8
4170922.0,44
4117046.0,39
4123050.0,64
4119062.0,4
4199826.0,49
1911.0,5
4195003.0,4
4114909.0,74
9012741.0,4
9110679.0,2
4113434.0,32
4150205.0,33
4118180.0,4
4116649.0,1
4102939.0,2
4119822.0,1
72585.0,3
9104295.0,2
4113627.0,90
8977.0,3
4150193.0,97
4176623.0,1
4103601.0,29
4195715.0,70
4102885.0,8
4100593.0,21
8001613.0,4
4110104.0,25
75290.0,11
4170829.0,93
4101521.0,17
4117229.0,22
4116670.0,27
4179323.0,27
4116747.0,31
4115004.0,3
4135047.0,52
4116901.0,5
9954.0,34
4108019.0,43
4131032.0,107
4100017.0,52
4195534.0,50
4117333.0,12
9000122.0,10
4102900.0,25
4100055.0,14
4102028.0,5
4121770.0,17
4118454.0,1
9035852.0,3
76781.0,1
1905.0,7
8001761.0,6
4101425.0,29
4109291.0,41
9122099.0,2
12122.0,1
2811.0,36
9006347.0,5
4179003.0,1
9009749.0,1
4150151.0,31
4130088.0,38
4116838.0,20
4114354.0,54
4114891.0,3
9170833.0,1
4103617.0,10
4130285.0,19
8500000.0,11
10695.0,17
4195057.0,13
1757.0,46
4117235.0,83
4119666.0,3
4116622.0,5
4107924.0,35
4130433.0,76
8002144.0,17
4115116.0,1
12188.0,4
9036132.0,1
9007954.0,1
4160070.0,16
71201.0,1
4103581.0,9
221.0,215
4111871.0,46
4179390.0,68
9008970.0,42
4196986.0,1
4116267.0,28
2802959.0,2
4113978.0,4
2728.0,22
4178763.0,7
4178790.0,9
4179361.0,72
4170255.0,167
4179313.0,48
4100446.0,57
4150141.0,79
10718.0,58
1008.0,9
4176331.0,64
4113569.0,16
4150136.0,187
4122168.0,40
4170111.0,77
72056.0,9
8001908.0,19
8002513.0,1
4114954.0,2
4114079.0,6
4135035.0,44
4116105.0,2
1913.0,1
4101609.0,1
4160338.0,31
4179317.0,120
242.0,5
9012901.0,3
75142.0,1
4107069.0,6
4100649.0,76
4115240.0,7
9008305.0,8
4514.0,16
4102919.0,12
1753.0,42
4176905.0,3
4102880.0,36
9003699.0,2
4113.0,14
4199907.0,7
4103671.0,18
2519.0,29
4101846.0,3
4117874.0,3
9000921.0,6
8002595.0,1
9008679.0,4
4112041.0,8
9119263.0,2
4123446.0,30
4196059.0,2
4116954.0,141
4199816.0,3
4103457.0,18
1755.0,35
8796.0,19
4111740.0,47
4130436.0,2
4170921.0,181
1821.0,15
4122305.0,2
4150595.0,42
4101505.0,8
4110418.0,70
4176333.0,2
4196087.0,3
4116354.0,60
4119271.0,1
4130489.0,48
4170715.0,29
4199197.0,25
4150195.0,68
4150251.0,48
9035957.0,49
4108136.0,11
9613187.0,2
4170108.0,51
4170462.0,59
4116716.0,99
4100248.0,5
2757.0,25
4135677.0,3
4119123.0,3
4116745.0,81
4105238.0,9
4178207.0,6
4117272.0,15
4122635.0,8
4150199.0,22
4196061.0,9
9012505.0,30
4100545.0,1
4151636.0,119
4121329.0,22
4102941.0,39
4170404.0,43
4160374.0,20
4106997.0,3
4117069.0,98
4117242.0,37
4116498.0,4
9031143.0,7
4101431.0,16
4176102.0,20
8001612.0,3
4110265.0,68
2621.0,10
4113317.0,60
4195696.0,71
4117190.0,104
4130342.0,26
4101234.0,2
2756.0,30
4110306.0,10
4117290.0,115
9004240.0,3
2521.0,13
4105287.0,2
9010441.0,14
4117065.0,17
4119417.0,107
4178572.0,1
4105339.0,37
4150298.0,3
4179180.0,51
4110309.0,13
4105286.0,3
4114202.0,150
2801007.0,1
4114965.0,28
4199185.0,16
4102810.0,12
4102824.0,2
9002553.0,1
4110405.0,1
2749.0,65
4151638.0,6
2543.0,14
9000858.0,25
1886.0,9
1014.0,9
4197599.0,11
13611.0,3
4114322.0,16
72528.0,7
4117406.0,82
9012871.0,2
4113412.0,1
72079.0,5
9003495.0,3
4151527.0,12
4130092.0,58
9002158.0,2
4151579.0,22
4113987.0,11
4116647.0,2
4119434.0,55
4178820.0,3
4150260.0,96
4103460.0,9
4198918.0,14
9003315.0,1
4130477.0,5
9035972.0,2
9068.0,3
4196170.0,5
10657.0,5
1502.0,40
4111869.0,33
9010891.0,3
4123494.0,15
4117317.0,31
151.0,92
4130109.0,2
4197597.0,13
4160297.0,16
4117294.0,45
3124.0,4
4199311.0,77
4150359.0,3
4151642.0,12
9105399.0,11
8001573.0,11
4170919.0,17
4504.0,27
410.0,6
4118385.0,31
2550.0,7
4150326.0,7
4196036.0,1
4114351.0,22
4117234.0,10
72898.0,1
322.0,17
4107318.0,11
4114425.0,9
4123388.0,8
4111629.0,10
71046.0,2
313.0,7
71072.0,2
4110157.0,11
3125.0,12
4102917.0,3
4101470.0,5
9035842.0,26
2528.0,8
4176989.0,26
4130357.0,79
4130361.0,3
4199823.0,8
4130099.0,1
72029.0,2
4178969.0,34
4123752.0,23
4117062.0,59
4103799.0,1
4102814.0,9
4213.0,5
4103413.0,5
4116357.0,6
4150197.0,59
4121892.0,6
4195698.0,22
4113775.0,30
4170298.0,12
4196116.0,41
4102904.0,25
4151722.0,15
330.0,52
4107866.0,18
4100645.0,74
4170117.0,21
4101532.0,9
8001388.0,1
4122054.0,9
4160326.0,45
4107868.0,9
4130193.0,13
4115113.0,2
4176080.0,47
4107039.0,6
4103776.0,2
4109278.0,20
4150200.0,49
4121834.0,3
4117064.0,77
4121492.0,3
4100011.0,21
4103232.0,1
4176383.0,3
4103572.0,44
4118388.0,1
4115060.0,38
4101529.0,22
4170519.0,26
4319.0,23
4100412.0,2
4100090.0,95
4170588.0,2
4195010.0,67
4107864.0,3
4198880.0,8
4110421.0,4
7101637.0,2
4199828.0,32
4114212.0,50
1450.0,28
4170339.0,85
4103663.0,40
9213769.0,1
4107075.0,20
4160349.0,52
4199436.0,1
72586.0,2
2547.0,17
4100021.0,110
4179010.0,4
2544.0,17
8935.0,3
4116822.0,35
4150163.0,56
4117004.0,14
4105322.0,6
9009616.0,1
9009651.0,4
4116904.0,13
4130175.0,1
4178904.0,7
4117319.0,168
4119080.0,4
4197547.0,17
8502114.0,4
4102480.0,2
4121198.0,1
4195897.0,2
9121431.0,46
4103367.0,6
72336.0,7
9773.0,2
4117.0,53
4122163.0,5
4150338.0,1
4103374.0,20
409.0,5
4197556.0,10
4179182.0,11
4179173.0,5
4170417.0,1
4108210.0,15
4130118.0,39
4101035.0,2
4117001.0,45
9102649.0,4
72278.0,38
4109484.0,11
4195943.0,11
4179348.0,23
4130063.0,135
2554.0,10
4123728.0,17
9012659.0,2
4110399.0,1
1809.0,32
9114238.0,57
4102775.0,2
8002106.0,3
4100486.0,11
4119054.0,12
4123266.0,82
9000146.0,49
4119188.0,1
72842.0,6
4178994.0,5
4107125.0,6
2736.0,19
4113301.0,38
4199469.0,15
2802735.0,1
2802809.0,2
1810.0,11
9112961.0,3
4110200.0,33
4114353.0,71
4103548.0,20
4176969.0,16
4117327.0,4
4116790.0,66
4118444.0,14
4117324.0,23
208.0,25
75115.0,2
4199200.0,18
4103554.0,12
4199396.0,34
4117258.0,120
4117296.0,13
4195020.0,10
4102142.0,2
4160260.0,18
4117121.0,35
4110278.0,23
9117622.0,1
9011080.0,9
8992.0,3
2517.0,10
4101044.0,1
4117014.0,3
4122165.0,21
4170044.0,1
4116097.0,65
4111799.0,11
4117370.0,11
9816.0,3
4116999.0,19
4103390.0,4
4105270.0,33
4100661.0,1
4100694.0,6
4176111.0,7
4101480.0,6
75479.0,4
9000932.0,9
9197547.0,12
4101353.0,5
9002681.0,26
4106950.0,24
9012551.0,1
70770.0,4
4199771.0,17
4119246.0,8
4199884.0,18
426.0,43
4102186.0,2
2644.0,2
3203.0,3
8501549.0,1
4113778.0,17
9002683.0,3
4120509.0,2
4170866.0,54
74927.0,3
4199769.0,13
4106665.0,3
9009120.0,14
9011094.0,1
4103549.0,13
4114844.0,11
2616.0,3
13576.0,1
235.0,40
4102350.0,1
2812.0,57
4119901.0,2
8000997.0,2
4130160.0,70
4130115.0,21
8000356.0,13
9002707.0,2
4135045.0,69
4130441.0,8
4130114.0,53
4195996.0,13
4111758.0,35
4119266.0,4
4111737.0,68
4176843.0,29
72371.0,1
4101982.0,2
4105255.0,5
4160337.0,106
4101190.0,1
7103688.0,10
4116735.0,18
9119227.0,16
4117917.0,13
4118193.0,1
4160379.0,23
4100133.0,12
4118270.0,15
4198907.0,2
4176807.0,15
72529.0,11
72531.0,3
4196057.0,1
4196073.0,25
4198960.0,3
4176971.0,4
4118402.0,16
4176831.0,27
4119245.0,3
11029.0,4
9002554.0,2
4118463.0,5
4170118.0,33
9006330.0,16
9000304.0,3
4122790.0,41
4111950.0,5
8501917.0,2
4122306.0,5
4107695.0,6
4100702.0,37
12342.0,1
12167.0,1
4103144.0,14
4109828.0,1
4170648.0,6
73681.0,2
9122337.0,7
4107858.0,4
4195604.0,27
4116317.0,56
9036565.0,1
4204.0,28
4111680.0,10
4117423.0,44
4160351.0,27
4176641.0,8
4100542.0,10
4179183.0,3
9179237.0,74
4103726.0,38
9004526.0,1
8601362.0,5
4114451.0,34
71823.0,1
4122258.0,20
4102865.0,8
4197598.0,18
9000246.0,13
9006477.0,3
4199713.0,33
4121993.0,5
8002606.0,3
1725.0,97
4179138.0,7
4150301.0,1
4170516.0,20
4198680.0,50
4118345.0,13
4130400.0,23
4199599.0,9
4130463.0,44
9034715.0,3
10784.0,10
4199589.0,5
9119347.0,8
4199068.0,14
9150166.0,1
4150127.0,27
4116688.0,37
4119346.0,51
4135519.0,43
4121994.0,16
2800690.0,1
4176772.0,27
4105649.0,2
4106938.0,2
4101405.0,4
8001728.0,1
9000853.0,6
4100434.0,8
4103667.0,30
9010770.0,5
4176757.0,7
8501887.0,1
4115190.0,23
4121804.0,6
4119.0,17
4117339.0,35
4102874.0,10
4170053.0,6
4105376.0,19
4170340.0,52
9006332.0,45
2535.0,17
2717.0,8
4105374.0,45
4130366.0,4
4117336.0,15
4117313.0,16
4170489.0,6
4178774.0,2
8003075.0,1
4170007.0,1
4198934.0,2
4105290.0,6
4117323.0,33
4196131.0,17
4118365.0,3
4122083.0,42
75746.0,1
4110778.0,3
9001999.0,8
4103543.0,4
4150203.0,12
4110239.0,2
4111728.0,36
429.0,26
9008431.0,2
4102936.0,12
4119723.0,5
4197539.0,26
4179133.0,2
4130023.0,3
9002649.0,4
4106945.0,1
4100438.0,19
4150356.0,64
9033978.0,1
4103802.0,1
4107121.0,19
4130367.0,4
4135058.0,2
4135526.0,2
4150190.0,9
4121768.0,13
4160389.0,34
4151545.0,29
8046.0,3
4199412.0,16
75975.0,2
4119057.0,8
4170825.0,51
8001451.0,1
310.0,16
4160256.0,32
4195420.0,3
4117632.0,1
4116884.0,17
4119944.0,2
4111888.0,53
4130157.0,40
4170568.0,2
1728.0,113
4119016.0,5
4160259.0,126
4160238.0,1
4110118.0,17
9010229.0,1
9192.0,1
4119323.0,2
1504.0,39
4121327.0,20
4115107.0,6
9914.0,1
4103809.0,7
4170283.0,61
13091.0,10
9005436.0,4
4176122.0,15
241.0,39
4150306.0,5
4177274.0,1
4160333.0,5
9115604.0,26
4100034.0,54
4122788.0,46
4115595.0,69
4103830.0,18
9110078.0,9
9010315.0,2
314.0,10
9007810.0,1
342.0,29
9002069.0,5
9002131.0,9
4178522.0,1
4103571.0,116
4177000.0,5
4100046.0,76
4170935.0,23
4107124.0,4
4119697.0,1
4160331.0,10
4123671.0,1
4199649.0,13
4100523.0,10
4196065.0,12
4170663.0,31
4105.0,13
4102194.0,1
4110404.0,12
4173563.0,1
4106561.0,10
4119380.0,9
9036053.0,5
9008161.0,3
4103260.0,21
72078.0,9
9008988.0,1
4196049.0,58
9014545.0,1
71959.0,2
4114077.0,15
4116672.0,28
4102141.0,10
4102088.0,5
4130555.0,23
4118476.0,2
4195018.0,33
4103790.0,16
4123443.0,2
4103299.0,8
4113601.0,18
4120437.0,39
4103530.0,20
4179208.0,2
4110182.0,1
1407.0,24
1880.0,10
4118511.0,30
4100008.0,29
4130227.0,26
4119953.0,14
4122359.0,3
4122340.0,3
4110193.0,15
9119013.0,19
4160072.0,10
8446.0,18
4150131.0,7
4103794.0,1
2826.0,28
4103284.0,2
4116.0,16
72048.0,1
4117282.0,91
4105232.0,1
4105296.0,13
323.0,16
4111927.0,2
4116687.0,115
4111659.0,7
4105282.0,6
4170819.0,2
9012456.0,2
4110253.0,3
4115073.0,10
4116178.0,44
4197135.0,4
4160395.0,11
4116669.0,76
4112126.0,5
4102925.0,54
4105271.0,13
4178206.0,30
9006461.0,12
4170414.0,24
4108009.0,88
4103814.0,15
4116667.0,23
4121999.0,26
4101482.0,8
9117879.0,12
4195048.0,17
4106999.0,5
4116815.0,46
4110154.0,11
1012.0,4
4130476.0,3
9034966.0,1
9034961.0,1
4101382.0,11
4116732.0,80
4160227.0,13
4179374.0,6
4106958.0,3
4115.0,45
9009585.0,1
4170517.0,19
9226.0,5
4130352.0,8
4195712.0,11
4179341.0,5
4176976.0,32
4117009.0,69
4113735.0,1
9008841.0,3
4170925.0,18
4150303.0,3
4119389.0,12
72900.0,2
9002841.0,3
4176614.0,5
4197558.0,38
4118224.0,1
4107528.0,2
4195726.0,40
4121367.0,5
74577.0,3
1503.0,17
4121364.0,10
4150346.0,7
4102149.0,5
8102524.0,1
4118459.0,3
4179533.0,1
4111887.0,71
4122347.0,5
4170983.0,11
4150351.0,33
4130085.0,22
4111856.0,33
79041.0,18
2722.0,9
9005379.0,5
9035287.0,1
4171009.0,6
9034305.0,5
4102908.0,11
2802870.0,1
4123447.0,8
4170392.0,44
9008811.0,1
411.0,8
4100557.0,43
4150268.0,13
4119786.0,4
1405.0,15
4100421.0,4
9008694.0,2
4711.0,1
4123723.0,18
4102918.0,3
4176814.0,7
2816.0,27
424.0,52
4103453.0,1
4100511.0,17
4151565.0,6
4160122.0,26
4196646.0,1
4174065.0,1
4174249.0,5
4105340.0,9
4179192.0,11
9119264.0,12
4117342.0,31
4130033.0,82
4178946.0,9
4111639.0,30
71353.0,6
9011584.0,2
4117172.0,7
4150650.0,29
9964.0,11
4100162.0,26
4199206.0,2
4103654.0,5
9873.0,4
4116589.0,58
4118315.0,6
8001640.0,20
1402.0,27
9009032.0,7
4135322.0,1
4175112.0,2
4199602.0,8
205.0,23
9122102.0,21
9007617.0,5
4107060.0,3
4111677.0,14
4107875.0,22
4179150.0,81
4108211.0,10
4119237.0,3
4119251.0,11
8501278.0,9
4119307.0,4
4117025.0,18
4119439.0,15
4100014.0,19
74917.0,15
8501631.0,1
1758.0,15
4178803.0,1
4110366.0,3
4176096.0,29
9006482.0,1
9006480.0,3
4151598.0,3
4103798.0,6
4100715.0,5
4150202.0,10
4117578.0,1
9011189.0,1
