,20180701이용횟수
4108042.0,148
1408.0,12
4196189.0,10
4150350.0,20
4112036.0,90
9008897.0,1
4170818.0,50
1278.0,3
4111820.0,54
4130176.0,2
7101612.0,11
4117214.0,6
4116988.0,5
4117062.0,27
4170332.0,16
4102882.0,5
4130331.0,15
1727.0,96
4160397.0,16
2745.0,31
8001701.0,2
4110252.0,3
4100169.0,19
4117255.0,121
4135519.0,15
2750.0,54
2804294.0,1
8000220.0,3
4109414.0,1
8001380.0,19
4309.0,12
4100011.0,10
4113578.0,27
4108148.0,28
4111667.0,12
4100019.0,8
4119428.0,106
4113648.0,50
9286.0,3
4117331.0,23
4114203.0,18
4111658.0,86
4111672.0,4
4176226.0,1
4160327.0,10
4130155.0,73
4135322.0,1
1508.0,12
4170047.0,5
4111866.0,9
4150341.0,31
4196050.0,10
4105378.0,117
71353.0,10
4170981.0,15
4199603.0,43
4150161.0,64
432.0,20
4170663.0,20
4116844.0,119
4110418.0,40
4101605.0,26
4179294.0,1
4150247.0,8
4130545.0,14
4160396.0,10
9013845.0,1
4101452.0,4
9150356.0,14
4116968.0,2
72049.0,5
4108420.0,11
327.0,32
4116745.0,36
2802957.0,1
1810.0,9
4130062.0,78
4170246.0,43
4111637.0,44
4130349.0,32
4130518.0,43
4170253.0,14
4119229.0,14
4130352.0,7
4117068.0,124
4196862.0,1
4111799.0,7
4111798.0,4
113529.0,2
4108102.0,62
4123688.0,8
4118478.0,5
4108140.0,74
4117284.0,20
4120048.0,151
4105237.0,1
4101988.0,148
4170498.0,53
4105650.0,6
4117325.0,19
1502.0,13
4100456.0,2
4117389.0,5
203.0,19
4111749.0,66
4119865.0,1
4107909.0,1
4102866.0,9
4117035.0,43
4178789.0,2
7103116.0,6
423.0,11
4116863.0,137
71015.0,1
4103351.0,3
4100124.0,53
4196116.0,29
4171000.0,1
4130431.0,19
4179166.0,6
4108161.0,52
4196853.0,3
75919.0,1
10801.0,1
4135039.0,38
4111657.0,69
4119233.0,4
4135028.0,3
4116798.0,80
4111692.0,20
9113487.0,2
4121768.0,8
4116839.0,7
9274.0,7
4116966.0,70
4115505.0,37
72091.0,8
9238.0,1
1401.0,4
4103566.0,15
4111797.0,4
4116869.0,28
72278.0,16
4117159.0,2
4199204.0,11
4103756.0,12
8546.0,19
4108209.0,53
4116857.0,50
4100463.0,48
4199880.0,50
4101429.0,11
4111823.0,35
9010441.0,6
9010055.0,5
227.0,40
4121993.0,1
4197588.0,26
4117025.0,6
4170350.0,18
4116850.0,114
214.0,50
4111739.0,34
4100568.0,28
4100607.0,28
4121431.0,32
4123265.0,23
4103551.0,18
8001040.0,1
4116913.0,34
4116793.0,103
4199038.0,8
4150145.0,66
4116732.0,40
4117055.0,79
152.0,43
4179314.0,50
4100157.0,55
4103525.0,8
4100065.0,63
1323.0,4
4120456.0,1
4198679.0,18
4105305.0,48
4170104.0,120
4107893.0,16
4116750.0,68
2820.0,44
9004031.0,1
4160080.0,1
4107532.0,4
9118153.0,7
4170637.0,17
4116834.0,93
332.0,34
9178076.0,1
4135033.0,59
4199431.0,5
4113579.0,28
4111888.0,26
4117879.0,30
4123050.0,24
4170267.0,44
4135095.0,5
4117249.0,34
1905.0,6
4130123.0,56
4176783.0,24
4512.0,30
4170245.0,89
4150172.0,24
4116706.0,6
4116794.0,49
4116973.0,60
4179324.0,3
4103670.0,28
4103621.0,1
4198875.0,3
4196049.0,15
4120516.0,4
4113774.0,20
4130056.0,38
9003815.0,3
1005.0,32
8500000.0,6
4117286.0,84
4195606.0,21
4197689.0,19
4114849.0,15
4121823.0,3
4102903.0,5
4103030.0,1
1906.0,15
4130370.0,7
4170866.0,14
4108177.0,34
9119260.0,7
4197483.0,3
4160069.0,2
4116864.0,67
4117410.0,32
4123726.0,25
4199714.0,4
9009156.0,1
414.0,25
4117065.0,16
9011894.0,2
4130543.0,7
4195612.0,18
11956.0,1
342.0,9
1454.0,48
4117069.0,37
336.0,17
229.0,19
4120443.0,26
4135046.0,31
4113569.0,23
4150254.0,40
4111912.0,38
4176946.0,80
4117239.0,104
4113658.0,62
4121025.0,31
4130516.0,65
4151541.0,42
4103808.0,3
9009775.0,4
2511.0,5
8001781.0,2
4117289.0,77
4130525.0,15
4104593.0,7
4100102.0,99
4114057.0,1
70063.0,1
4199432.0,21
11460.0,1
72572.0,2
4114340.0,18
4199074.0,89
4130343.0,7
4109290.0,4
4178739.0,7
8002727.0,1
2516.0,8
4117236.0,20
4110765.0,1
4195609.0,32
4108074.0,17
4199422.0,62
4150511.0,8
4101529.0,8
4101536.0,27
4119303.0,2
4100059.0,103
4100161.0,57
4150149.0,5
7700.0,14
4197604.0,54
4199627.0,14
4117039.0,21
4100091.0,53
4176949.0,2
4196035.0,4
4111334.0,1
4103568.0,6
4116818.0,60
9635.0,4
4100605.0,6
4116432.0,18
4120511.0,9
4196036.0,1
71036.0,3
4117237.0,2
4170475.0,1
4117037.0,100
4100082.0,26
4178956.0,6
215.0,15
4103540.0,5
4103545.0,39
4176318.0,21
4117355.0,8
4179349.0,26
4111915.0,10
4103378.0,12
4119948.0,11
4150136.0,68
4103587.0,1
4103548.0,10
208.0,15
4160341.0,70
4160245.0,11
422.0,17
220.0,38
4196467.0,2
4177058.0,2
4116909.0,81
9115604.0,16
4117298.0,6
4103641.0,27
10765.0,14
4111656.0,7
4100652.0,40
4115398.0,2
1801.0,47
4103694.0,2
412.0,8
4123658.0,25
4103594.0,17
4196077.0,1
4170291.0,10
4195726.0,25
4116974.0,29
4179365.0,33
4195613.0,68
4102152.0,9
4117371.0,26
4101063.0,1
1805.0,34
4108023.0,32
9035957.0,15
4111816.0,31
4110190.0,22
4100141.0,37
2736.0,10
4195886.0,2
9122038.0,1
4130127.0,43
4122786.0,11
4151642.0,9
4111665.0,10
73125.0,1
72011.0,3
9009056.0,1
4103567.0,24
4101286.0,3
9010011.0,1
4118.0,4
9010952.0,1
9012868.0,1
9176915.0,26
4110132.0,19
4122000.0,3
4130055.0,54
1279.0,4
4130542.0,12
1405.0,10
9176952.0,17
4100162.0,15
4160073.0,6
4101526.0,99
4100703.0,1
9036972.0,2
153.0,30
8002569.0,1
4199616.0,31
4160340.0,47
4102362.0,2
2814.0,12
4105775.0,6
4814.0,1
4110672.0,1
4179192.0,7
4117001.0,36
4195995.0,62
4113577.0,29
4111885.0,54
429.0,5
4103623.0,54
4130085.0,9
9012766.0,8
4111840.0,62
4117034.0,4
4107404.0,1
2754.0,14
4117853.0,3
9006335.0,12
72096.0,5
4160338.0,16
2638.0,6
9612.0,1
4117281.0,57
72012.0,5
4122653.0,2
4116724.0,33
4135047.0,29
4121024.0,27
4176333.0,3
4176478.0,1
4135022.0,26
4160221.0,5
4117319.0,47
4108197.0,9
4115062.0,32
75935.0,4
4196071.0,16
4120437.0,11
4160256.0,29
4195996.0,7
7693.0,1
4199269.0,1
1911.0,6
4170300.0,18
4105250.0,7
4110090.0,12
4121997.0,11
4130281.0,13
4100598.0,7
4130090.0,9
4103637.0,3
4122900.0,6
4116838.0,7
4170825.0,21
2801176.0,3
4102811.0,16
4130328.0,16
9012541.0,1
4197594.0,6
9002556.0,5
9027.0,2
9002637.0,1
9003176.0,2
4151645.0,1
4113576.0,1
4107914.0,53
4106821.0,6
4101897.0,2
4160350.0,18
4116352.0,16
4116892.0,64
4176132.0,4
4170876.0,69
4111685.0,12
4110082.0,1
4119466.0,2
4170944.0,13
4100834.0,2
4101285.0,1
4130351.0,21
4108063.0,49
4170406.0,6
4170282.0,16
8446.0,9
2734.0,6
4502.0,13
4108211.0,4
4115060.0,22
4119.0,7
4121992.0,27
1881.0,6
3126.0,7
4170584.0,7
4100085.0,70
10325.0,1
9002699.0,3
4111669.0,13
4176460.0,16
4150258.0,13
4170993.0,5
4101843.0,12
4160284.0,54
4102922.0,9
9000929.0,1
4117330.0,46
4150255.0,49
4118137.0,1
8002600.0,2
4117456.0,5
4174608.0,1
4107054.0,2
8001264.0,4
4130521.0,38
4197586.0,33
4130397.0,78
4117407.0,5
4116664.0,15
4170541.0,33
4116629.0,3
434.0,20
4100464.0,96
4195534.0,16
4117189.0,63
4116993.0,96
4135465.0,1
4176222.0,5
4111850.0,59
4116731.0,43
4103435.0,4
4102887.0,1
4179367.0,58
4100170.0,25
8001761.0,3
4117326.0,40
4160361.0,7
4116712.0,44
4117046.0,17
4106089.0,1
1909.0,10
4100645.0,39
4117290.0,73
4116688.0,57
4103589.0,6
4118345.0,1
4160283.0,36
4100123.0,37
4150432.0,1
4111750.0,66
4170052.0,1
9103351.0,1
4103830.0,11
4178948.0,6
4106756.0,2
4170723.0,20
9008798.0,2
4100431.0,2
4113772.0,35
4108228.0,58
4113857.0,1
4117283.0,48
8001703.0,1
4170625.0,69
4122698.0,1
4116810.0,27
4150154.0,39
4196091.0,29
4116905.0,26
4110264.0,26
4160312.0,14
9108231.0,69
4100135.0,24
4176929.0,3
4108021.0,57
4100070.0,11
4117848.0,3
4160351.0,14
4197593.0,72
4105633.0,8
4130531.0,1
4130283.0,27
8001640.0,3
4130136.0,16
4117332.0,55
9036140.0,1
4170270.0,11
4117259.0,31
9008970.0,21
4176819.0,32
9003825.0,6
9012517.0,19
4130533.0,5
4105581.0,1
2539.0,1
4196034.0,3
4150268.0,1
4122054.0,3
75921.0,2
4103642.0,71
9117865.0,9
9000131.0,4
4111740.0,27
4114355.0,23
4102925.0,6
4102905.0,1
4108090.0,96
4117348.0,17
4100066.0,53
4176308.0,11
70757.0,1
4117234.0,2
9010556.0,5
4103606.0,2
4117063.0,3
4119434.0,26
4122328.0,1
4103753.0,1
13091.0,1
3130.0,1
11193.0,1
4135522.0,4
4150191.0,2
2641.0,5
4115056.0,30
4115042.0,7
4160301.0,76
4100064.0,79
4176462.0,2
4116812.0,13
4199091.0,39
9008151.0,8
9004385.0,1
4109291.0,17
4111864.0,22
4111890.0,38
4107105.0,2
4111838.0,3
9000262.0,1
1008.0,3
4170433.0,3
4110050.0,5
4110255.0,78
4199895.0,63
4116822.0,12
75866.0,3
10798.0,5
4150441.0,6
4114965.0,2
4130220.0,2
4115819.0,2
4117839.0,3
4100871.0,1
4103848.0,3
4110750.0,2
4111818.0,43
4111811.0,26
9012945.0,1
1028.0,6
4108105.0,83
4101508.0,5
4118268.0,8
9195995.0,6
4150421.0,5
8001905.0,2
206.0,7
4107068.0,2
4113603.0,4
4135032.0,47
4110163.0,3
4111747.0,35
4116889.0,21
4198918.0,6
4105374.0,19
4119942.0,1
4170404.0,18
4179390.0,30
4113320.0,31
4160347.0,51
4199617.0,5
4121990.0,1
4151724.0,14
4117258.0,57
9031465.0,2
70895.0,1
4108151.0,36
4100612.0,36
4177411.0,2
4195057.0,9
4150193.0,42
4100461.0,60
4100528.0,22
9636755.0,3
8138.0,5
4117345.0,3
4110220.0,4
4150650.0,15
4121596.0,3
4121515.0,4
4170407.0,73
73801.0,1
4150553.0,44
4117406.0,46
4103163.0,3
4196857.0,10
10730.0,3
4103725.0,11
4151544.0,9
4116915.0,27
4103526.0,10
4160379.0,5
4100494.0,14
4150157.0,40
4116884.0,9
4150262.0,3
4130524.0,41
4150344.0,87
4101415.0,3
4130340.0,29
10895.0,2
158.0,22
4170667.0,6
4116871.0,43
4112028.0,9
4176810.0,5
4116821.0,5
4117341.0,18
4160314.0,32
4116433.0,25
8502205.0,2
2716.0,9
4121999.0,11
4150256.0,23
8501277.0,6
4100739.0,9
4116734.0,43
4101462.0,11
4103598.0,2
4110828.0,3
9002825.0,3
1725.0,51
4178351.0,32
4171159.0,5
2749.0,54
4119247.0,7
4101521.0,6
4121392.0,3
4199449.0,7
4117433.0,25
4170587.0,1
4100104.0,108
4119394.0,14
4119412.0,4
7103072.0,42
1328.0,2
4101528.0,42
9005407.0,3
4210.0,5
4118474.0,1
419.0,18
8502214.0,3
4116829.0,84
4100040.0,105
4119054.0,4
1863.0,65
4135727.0,1
4121395.0,7
8001763.0,2
4197599.0,7
4101884.0,7
4199608.0,13
4106955.0,1
4100002.0,17
9170291.0,2
4117291.0,16
70500.0,1
8003143.0,14
4196990.0,1
9009126.0,9
4170398.0,1
4100452.0,74
4100567.0,23
4196559.0,3
4122211.0,2
4178969.0,12
4118565.0,6
4130092.0,25
1847.0,15
4170392.0,12
4170502.0,17
4121329.0,6
4107077.0,10
4176977.0,2
4120448.0,3
4103562.0,1
9002703.0,2
4100385.0,53
9034566.0,1
7101924.0,1
4110737.0,8
4197329.0,1
4119786.0,5
4150155.0,10
4100560.0,50
4117047.0,35
4109.0,8
430.0,11
8000350.0,2
8000991.0,7
4108125.0,65
1452.0,12
4179380.0,16
4113606.0,2
4170412.0,7
4110192.0,9
4117245.0,7
4150141.0,28
9011250.0,3
4176945.0,26
4117311.0,31
4123706.0,10
72006.0,1
417.0,13
4111753.0,96
4117229.0,8
4170655.0,1
4130552.0,16
9179237.0,41
4114951.0,10
4101535.0,35
4176369.0,4
4176814.0,9
10968.0,2
8002428.0,2
8000752.0,3
4122342.0,4
79041.0,10
4213.0,2
4199201.0,2
4119321.0,45
4117018.0,66
2818.0,5
4150419.0,2
4176970.0,33
8501766.0,14
9110211.0,1
4118351.0,1
4195710.0,17
4150331.0,8
8501496.0,1
4130346.0,8
4150163.0,31
4160128.0,1
4151513.0,1
4130395.0,3
4113663.0,6
4176483.0,2
4178355.0,3
4196120.0,15
4100608.0,58
4111867.0,18
4123383.0,1
4135088.0,22
8001638.0,3
4114448.0,11
4178329.0,4
4176843.0,10
4197563.0,14
2728.0,13
4199066.0,25
211.0,16
4179385.0,10
4116971.0,123
4118561.0,5
4114351.0,14
4115109.0,4
4150478.0,2
4151616.0,1
4113773.0,51
4130192.0,1
2758.0,15
330.0,22
4105248.0,28
4176938.0,17
4111758.0,16
4113301.0,10
4102935.0,14
4121805.0,4
1749.0,41
4116585.0,5
4117012.0,16
1910.0,2
4115480.0,14
4119692.0,1
4150347.0,12
4118164.0,2
4195060.0,45
4111909.0,2
4199987.0,6
4123687.0,3
4176640.0,5
4170111.0,26
4103524.0,6
4118368.0,15
8000471.0,3
9000921.0,3
4160072.0,4
4195608.0,6
9005269.0,1
2722.0,6
8003173.0,4
4107850.0,29
9136729.0,1
2556.0,14
4170339.0,8
4199723.0,30
4117381.0,28
4118222.0,1
4103827.0,4
8001017.0,4
4103469.0,1
4178946.0,6
2816.0,8
4101846.0,1
4105326.0,3
4195010.0,67
8501644.0,1
1018.0,9
4100526.0,14
4108179.0,31
4100168.0,29
9007594.0,1
2628.0,2
9110507.0,1
4150200.0,18
9954.0,22
4150201.0,19
4110169.0,5
4117349.0,3
4118266.0,6
4117043.0,14
2720.0,5
4115105.0,8
4100552.0,31
4117340.0,36
9002724.0,2
4107069.0,3
1720.0,38
4118408.0,19
4121801.0,29
4118326.0,4
2520.0,5
72582.0,3
4170802.0,10
4117009.0,34
4102153.0,3
4114354.0,11
9000143.0,2
4120750.0,66
4121606.0,3
2621.0,9
4111694.0,5
7101892.0,3
4117064.0,47
2626.0,2
71094.0,1
4111439.0,1
9003244.0,1
1271.0,5
9012389.0,2
4130095.0,11
4100530.0,23
8001667.0,11
10503.0,8
4195019.0,34
4117294.0,27
4119722.0,8
9012709.0,1
4195013.0,6
9009603.0,4
4196605.0,3
4174249.0,3
1504.0,28
9113108.0,2
4101469.0,9
4110102.0,22
4179235.0,3
4100034.0,12
4113329.0,36
4103454.0,2
9117876.0,8
9130194.0,3
4150152.0,7
4135040.0,45
8501897.0,2
4103486.0,26
1752.0,11
4110103.0,40
4115596.0,13
75863.0,12
4120444.0,24
4312.0,32
4117344.0,8
4130228.0,53
4114079.0,5
4118373.0,9
4116654.0,3
4179010.0,1
4103428.0,21
4122327.0,4
4122282.0,1
4196044.0,5
4111725.0,9
4111629.0,5
9006481.0,2
4108009.0,37
4120033.0,2
4117248.0,3
4150257.0,51
4150197.0,21
10532.0,2
4111914.0,9
4178362.0,7
4121338.0,2
4110104.0,28
4179196.0,12
4107923.0,5
4116320.0,24
8501190.0,5
74919.0,3
4100939.0,1
77173.0,1
11688.0,1
4170394.0,20
4197466.0,17
4170283.0,7
1954.0,9
2522.0,19
4130335.0,15
4117002.0,2
4170683.0,2
4170341.0,12
4116743.0,11
8582.0,1
4110155.0,10
4118550.0,5
4112128.0,3
4100434.0,5
4111773.0,2
4123729.0,6
8000226.0,1
71011.0,2
4114359.0,7
4111865.0,64
4100004.0,23
4121414.0,2
4117855.0,4
4130061.0,9
4117296.0,6
4105624.0,19
76587.0,1
4100717.0,39
9134891.0,1
4195391.0,8
4118337.0,3
10517.0,3
4100382.0,8
4130338.0,2
4116950.0,17
4100080.0,15
4116267.0,8
4100055.0,4
4115189.0,15
4122636.0,22
4106773.0,1
4310.0,8
4118339.0,6
4110471.0,2
4150202.0,4
4113777.0,4
4170356.0,20
1814.0,19
4135034.0,15
4110259.0,18
78909.0,1
4116870.0,47
4101530.0,7
4116318.0,6
4103367.0,1
4115417.0,21
9670.0,2
8003055.0,5
4100715.0,7
4195604.0,13
8003085.0,2
9679.0,2
4179315.0,19
4123495.0,6
9003619.0,1
73656.0,6
223.0,64
4107159.0,3
4112053.0,2
4106959.0,6
4195039.0,1
4117379.0,27
4117368.0,15
4199622.0,19
4197558.0,10
4170247.0,9
8001639.0,4
8001389.0,4
4117240.0,2
4111871.0,26
9034223.0,12
9003175.0,1
2619.0,4
2801793.0,1
4115436.0,3
4108154.0,5
4101420.0,1
4117060.0,41
4119270.0,1
4122164.0,7
9119264.0,4
4198974.0,10
4112037.0,14
4107851.0,2
7197.0,8
4160126.0,1
4111858.0,11
4115061.0,3
4103005.0,1
4100475.0,3
4110193.0,1
4100472.0,1
9000314.0,1
1002.0,9
4110144.0,4
4105155.0,1
4100163.0,27
8000303.0,1
10296.0,1
4111746.0,38
9119057.0,3
7102506.0,1
2744.0,3
4100647.0,32
4103564.0,7
9008938.0,3
9012896.0,1
9012882.0,1
4196126.0,12
4100557.0,2
4198961.0,1
4100433.0,5
4102758.0,2
4115028.0,1
4100521.0,6
8001612.0,4
4101785.0,4
4122357.0,2
4195036.0,13
4195047.0,4
4119954.0,44
4150119.0,4
4115085.0,1
4110107.0,24
8502272.0,1
4103634.0,15
4102824.0,1
9006848.0,2
4114891.0,2
4103786.0,1
4130463.0,15
8001780.0,33
4130033.0,34
9002665.0,3
4115027.0,3
4101839.0,1
4121364.0,12
4160247.0,7
4119679.0,1
4101381.0,1
4195029.0,5
4117276.0,11
8001788.0,1
4100097.0,58
4130096.0,64
4130101.0,11
2726.0,13
76643.0,1
4110057.0,2
4130437.0,15
4117386.0,23
4121326.0,21
4103260.0,8
4199185.0,6
4199176.0,1
2550.0,6
4111729.0,7
9000917.0,6
2801439.0,2
4130513.0,3
2739.0,6
4100725.0,1
74012.0,3
70924.0,3
4108152.0,23
4117400.0,4
4178960.0,1
72109.0,2
4121007.0,2
74993.0,1
11597.0,1
4130184.0,5
4116782.0,34
317.0,11
4197033.0,3
242.0,7
1763.0,9
4179313.0,9
4119415.0,2
4100462.0,34
4128.0,10
4198970.0,1
421.0,17
9033423.0,1
174813.0,1
4119630.0,1
4116865.0,11
4113736.0,62
4101914.0,1
4105249.0,12
31524.0,1
1025.0,8
75938.0,1
4103555.0,18
4160224.0,33
4117190.0,44
9055.0,1
4117843.0,3
4160326.0,22
2533.0,8
7486.0,1
4107919.0,18
4195059.0,8
4199197.0,8
4176991.0,5
4105915.0,3
1760.0,2
4105337.0,14
4111633.0,6
9032729.0,1
8796.0,5
9032728.0,1
4199777.0,4
9111624.0,3
4170980.0,15
4101119.0,1
4117895.0,2
4199457.0,2
4130336.0,10
4110408.0,4
4130304.0,1
10536.0,3
4130551.0,14
8002243.0,2
4114322.0,1
9178604.0,6
4111675.0,12
4117320.0,18
4119389.0,7
2526.0,3
9009436.0,1
4105271.0,2
4160349.0,29
74935.0,15
9036728.0,2
4116472.0,1
237.0,19
1017.0,8
4100613.0,15
4115483.0,7
4103595.0,51
4107004.0,17
4101382.0,10
4103569.0,2
4111862.0,4
4117365.0,19
4119392.0,11
4197608.0,18
4101697.0,2
4103185.0,5
4118538.0,3
8011.0,3
4103256.0,8
4102910.0,14
4118117.0,9
1848.0,32
4150240.0,4
4111779.0,4
4173897.0,2
8680.0,4
4129.0,26
9130357.0,11
2802862.0,1
4130369.0,9
4112189.0,1
2730.0,7
4100553.0,21
4199592.0,2
4118204.0,3
9646.0,4
4853.0,2
2531.0,4
4150269.0,5
4100648.0,1
2805866.0,2
4208.0,7
4103691.0,5
4103511.0,3
4117378.0,11
4150351.0,16
4101427.0,13
4176925.0,1
72908.0,1
4127.0,3
12395.0,1
4135786.0,4
4110389.0,3
4114984.0,8
32723.0,3
72339.0,2
4117020.0,6
9120511.0,5
4170829.0,54
157.0,17
4100438.0,6
9011273.0,5
4116362.0,12
4110146.0,3
9160214.0,6
4108180.0,5
4107.0,23
4117097.0,2
4135096.0,3
4100561.0,62
4150352.0,2
4101795.0,9
4101178.0,6
3113.0,5
1811.0,13
9697.0,3
4105269.0,22
4160387.0,13
4130342.0,15
10711.0,3
4100378.0,4
1849.0,16
322.0,9
10695.0,8
4119041.0,2
9134653.0,1
4179383.0,14
4130496.0,5
4170348.0,52
2801680.0,1
3124.0,1
4107892.0,5
9430.0,5
9009123.0,11
4151722.0,7
4121340.0,3
4102680.0,2
8000657.0,1
3212.0,3
73844.0,11
4105365.0,1
9002823.0,6
4170334.0,9
4101883.0,13
4195037.0,1
2718.0,6
8502264.0,1
4151579.0,6
4199626.0,9
4116269.0,6
4150199.0,8
9011212.0,1
4103491.0,7
4100637.0,12
4115945.0,1
1506.0,12
4130487.0,18
4112374.0,3
4110117.0,3
4171091.0,1
4150215.0,2
4115054.0,2
4130108.0,9
4130554.0,6
4116592.0,3
4122791.0,3
4199602.0,7
70755.0,7
9036132.0,2
4101930.0,3
4195011.0,7
4103592.0,14
3125.0,4
4176772.0,12
4111877.0,9
4113972.0,2
9195697.0,7
4100555.0,11
4130330.0,4
2806215.0,1
4196069.0,6
9011283.0,1
4174258.0,2
9012614.0,2
4150175.0,9
2800400.0,2
4150252.0,3
4119667.0,3
4100571.0,13
221.0,28
9031143.0,5
4160317.0,9
4102090.0,3
4195026.0,3
4111869.0,14
4112146.0,3
2540.0,4
72940.0,1
4170351.0,19
4110367.0,1
4122162.0,2
9136639.0,2
1757.0,26
4150205.0,10
4107318.0,10
4122750.0,1
4101482.0,3
9348.0,1
4119153.0,4
4115905.0,2
1761.0,39
4199599.0,9
4115117.0,9
4195055.0,8
4100809.0,6
9000850.0,1
8002551.0,2
310.0,11
4176314.0,12
4135041.0,23
4101841.0,1
4108019.0,21
4178994.0,2
4103557.0,8
4108163.0,18
4108056.0,47
9114951.0,7
4176086.0,5
4150177.0,36
4151604.0,2
2801682.0,1
4106837.0,3
4107075.0,4
4101505.0,2
4105338.0,1
2803016.0,2
71092.0,1
4102890.0,7
4116635.0,6
4114452.0,24
4117250.0,23
4101403.0,2
4103535.0,6
4111647.0,6
4199850.0,4
4150594.0,2
9000548.0,1
75581.0,1
4119352.0,2
4122085.0,3
4116363.0,5
8002144.0,8
1753.0,16
4102946.0,2
4119120.0,8
4103790.0,13
13020.0,1
4113325.0,25
4106561.0,17
4108217.0,53
2801690.0,3
4103003.0,2
4108155.0,23
4176158.0,1
4123787.0,1
4135089.0,2
4111827.0,16
1915.0,5
4150304.0,2
4150340.0,2
4115039.0,1
4123753.0,16
4112126.0,1
4113605.0,3
4103575.0,8
4176119.0,1
4130422.0,6
1501.0,4
4113448.0,29
4505.0,21
9010836.0,1
4160331.0,1
4110778.0,1
4197468.0,6
4196170.0,2
4103703.0,4
4116748.0,3
4119055.0,4
4115006.0,5
4150654.0,1
4703.0,1
72851.0,1
1027.0,14
4199456.0,13
5000032.0,1
4170335.0,3
4170117.0,12
4195830.0,2
4105206.0,2
74926.0,5
4117918.0,5
4104784.0,3
8002473.0,1
4117213.0,3
2800166.0,6
4117421.0,4
4113326.0,37
4121766.0,53
4117427.0,10
4176077.0,2
8501764.0,3
8502221.0,5
9034418.0,6
4170290.0,15
4110468.0,1
9121431.0,10
13264.0,2
313.0,5
4106623.0,2
4106616.0,2
4170057.0,1
4130548.0,1
4114992.0,1
4103644.0,3
9000068.0,2
4160026.0,2
2535.0,6
4116986.0,16
4198935.0,1
4170519.0,8
4105600.0,1
71432.0,1
9009162.0,1
4110234.0,2
4117067.0,15
10494.0,3
9008419.0,3
9012788.0,2
4178316.0,2
4100642.0,6
4116790.0,29
4170788.0,2
8501289.0,3
8767.0,2
4100618.0,2
4179137.0,3
4100137.0,4
4113318.0,14
4101997.0,1
4150251.0,9
4110251.0,4
4103612.0,3
4116735.0,7
9104372.0,2
2636.0,3
9011146.0,1
72581.0,1
4105785.0,1
4113586.0,1
4176989.0,11
71874.0,2
9013927.0,4
4116598.0,2
4112040.0,10
4179177.0,9
4117333.0,3
8349.0,1
4116517.0,36
4130140.0,6
9003193.0,1
12339.0,1
4112382.0,3
4112235.0,1
4103552.0,2
4103544.0,2
4100302.0,3
2755.0,20
4100290.0,7
4100190.0,1
4110194.0,5
4101376.0,4
4123022.0,1
4114323.0,2
4118304.0,1
4107696.0,5
8002242.0,1
9119277.0,3
319.0,6
4130325.0,9
8002156.0,1
4176921.0,4
4102874.0,5
3114.0,5
4130441.0,11
4116388.0,13
4197714.0,3
4107045.0,7
4111837.0,6
9009186.0,2
9109621.0,1
10648.0,1
4116823.0,6
4178722.0,2
9001588.0,4
4123160.0,1
4108423.0,3
15669.0,1
9014557.0,1
4111856.0,14
4171017.0,4
4130392.0,25
4199469.0,5
4160263.0,7
4108157.0,14
4118256.0,1
4130035.0,16
7773.0,4
4117313.0,6
4116694.0,15
4100702.0,15
4121767.0,1
4105329.0,7
72584.0,2
4116567.0,2
2752.0,14
2760.0,18
4176934.0,25
4100193.0,3
4179210.0,3
4105304.0,13
4113314.0,13
4119808.0,10
4102931.0,8
4160289.0,54
4115299.0,1
4116306.0,7
4116139.0,2
4170517.0,6
4130436.0,4
4100045.0,5
9006072.0,4
312.0,10
225.0,13
4107808.0,4
9117879.0,7
8877.0,5
8002106.0,3
72280.0,8
4179356.0,14
2743.0,16
4117317.0,10
4113632.0,2
4170925.0,10
9279.0,4
4112359.0,4
4119439.0,7
4102140.0,1
4176356.0,6
4176975.0,7
4105234.0,5
4123664.0,11
4102757.0,2
4105255.0,5
4123591.0,1
4118340.0,4
4116591.0,2
4123654.0,2
2801451.0,1
2761.0,28
4102898.0,9
8501934.0,1
4199182.0,5
9000367.0,1
4114329.0,20
1802.0,19
4176204.0,1
4117221.0,25
4113778.0,10
4199693.0,5
4110306.0,3
4101921.0,1
12167.0,2
4101507.0,4
9010105.0,3
4102901.0,2
4108058.0,10
4107926.0,5
4176324.0,14
4135597.0,43
9000916.0,2
4178853.0,7
4135052.0,1
4110470.0,1
4111751.0,69
4122756.0,12
4100593.0,7
73143.0,1
73110.0,1
413.0,16
4107954.0,4
9130062.0,17
4102842.0,3
4196086.0,1
4105339.0,17
4130231.0,2
2803123.0,1
75902.0,1
8002241.0,2
4114955.0,1
4176976.0,10
2618.0,5
4130491.0,14
323.0,4
4107070.0,8
4101983.0,2
9130064.0,2
4178957.0,2
4115089.0,6
7781.0,4
9034964.0,1
4170526.0,20
4117328.0,6
4100688.0,3
4114077.0,10
4117323.0,27
4199649.0,11
4170524.0,9
1902.0,2
4109284.0,5
4119123.0,1
9004936.0,1
4118500.0,2
4195048.0,21
8002264.0,1
4107122.0,5
4100014.0,20
4107117.0,5
9179335.0,4
9035138.0,1
4130495.0,1
4119642.0,1
4116663.0,13
4118271.0,5
4196997.0,1
9009095.0,2
4102833.0,26
9001509.0,2
9010250.0,1
3134.0,4
4195791.0,1
1026.0,2
4150195.0,19
